refund_id,payment_id,amount,ts
REF017529,PAY057890,7239,2026-08-19T10:00:00
REF017530,PAY057891,592,2026-08-27T20:00:00
REF017531,PAY057893,7031,2026-08-15T11:00:00
REF017532,PAY057899,8514,2026-08-25T21:00:00
REF017533,PAY057901,7889,2026-08-16T18:00:00
REF017534,PAY057904,1410,2026-08-13T04:00:00
REF017535,PAY057905,3398,2026-08-11T06:00:00
REF017536,PAY057909,1343,2026-09-01T19:00:00
REF017537,PAY057911,7677,2026-08-21T10:00:00
REF017538,PAY057919,1872,2026-08-21T09:00:00
REF017539,PAY057924,5078,2026-08-26T15:00:00
REF017540,PAY057929,3019,2026-08-30T14:00:00
REF017541,PAY057930,4984,2026-08-24T06:00:00
REF017542,PAY057937,2248,2026-08-21T19:00:00
REF017543,PAY057942,5189,2026-08-13T15:00:00
REF017544,PAY057943,1304,2026-08-15T11:00:00
REF017545,PAY057962,240,2026-08-17T05:00:00
REF017546,PAY057963,784,2026-08-09T10:00:00
REF017547,PAY057964,2328,2026-09-04T03:00:00
REF017548,PAY057966,1312,2026-08-18T07:00:00
REF017549,PAY057969,212,2026-08-18T21:00:00
REF017550,PAY057970,5885,2026-08-23T07:00:00
REF017551,PAY057971,2534,2026-08-24T02:00:00
REF017552,PAY057973,2876,2026-08-24T02:00:00
REF017553,PAY057975,1754,2026-08-18T17:00:00
REF017554,PAY057975,1754,2026-08-18T18:00:00
REF017555,PAY057984,1518,2026-08-26T08:00:00
REF017556,PAY057987,2656,2026-08-29T05:00:00
REF017557,PAY057989,7409,2026-08-12T18:00:00
REF017558,PAY057995,4059,2026-08-31T13:00:00
REF017559,PAY057997,6885,2026-08-13T07:00:00
REF017560,PAY058001,6703,2026-08-23T23:00:00
REF017561,PAY058004,5120,2026-08-11T06:00:00
REF017562,PAY058005,6114,2026-08-30T07:00:00
REF017563,PAY058013,447,2026-08-24T03:00:00
REF017564,PAY058017,1531,2026-08-29T03:00:00
REF017565,PAY058020,2900,2026-08-14T12:00:00
REF017566,PAY058023,3167,2026-08-11T12:00:00
REF017567,PAY058025,5495,2026-08-09T08:00:00
REF017568,PAY058032,51,2026-08-28T07:00:00
REF017569,PAY058033,2482,2026-08-12T19:00:00
REF017570,PAY058037,1787,2026-08-26T20:00:00
REF017571,PAY058038,624,2026-08-09T02:00:00
REF017572,PAY058042,642,2026-08-22T03:00:00
REF017573,PAY058044,2529,2026-08-20T22:00:00
REF017574,PAY058045,4879,2026-08-14T14:00:00
REF017575,PAY058048,411,2026-08-18T15:00:00
REF017576,PAY058050,224,2026-09-01T17:00:00
REF017577,PAY058052,659,2026-08-14T08:00:00
REF017578,PAY058053,4304,2026-08-21T07:00:00
REF017579,PAY058054,7309,2026-08-16T23:00:00
REF017580,PAY058055,2046,2026-08-23T07:00:00
REF017581,PAY058063,274,2026-08-30T11:00:00
REF017582,PAY058064,3277,2026-09-01T01:00:00
REF017583,PAY058073,2184,2026-08-17T14:00:00
REF017584,PAY058083,1084,2026-08-30T00:00:00
REF017585,PAY058085,1403,2026-09-03T19:00:00
REF017586,PAY058086,4761,2026-08-08T15:00:00
REF017587,PAY058087,1421,2026-08-20T14:00:00
REF017588,PAY058093,3236,2026-08-30T09:00:00
REF017589,PAY058095,5615,2026-08-19T14:00:00
REF017590,PAY058098,652,2026-08-18T17:00:00
REF017591,PAY058105,1835,2026-09-04T08:00:00
REF017592,PAY058111,1097,2026-08-09T08:00:00
REF017593,PAY058113,5436,2026-08-18T19:00:00
REF017594,PAY058117,1984,2026-08-30T08:00:00
REF017595,PAY058119,172,2026-08-26T09:00:00
REF017596,PAY058121,2810,2026-08-28T14:00:00
REF017597,PAY058126,4258,2026-08-20T14:00:00
REF017598,PAY058128,839,2026-08-21T10:00:00
REF017599,PAY058130,4008,2026-08-16T01:00:00
REF017600,PAY058134,1095,2026-08-24T01:00:00
REF017601,PAY058139,4319,2026-08-15T14:00:00
REF017602,PAY058140,2652,2026-08-12T12:00:00
REF017603,PAY058142,382,2026-09-04T09:00:00
REF017604,PAY058146,1939,2026-08-12T12:00:00
REF017605,PAY058150,5123,2026-08-30T10:00:00
REF017606,PAY058152,3443,2026-09-03T11:00:00
REF017607,PAY058153,5748,2026-08-17T03:00:00
REF017608,PAY058154,137,2026-08-21T03:00:00
REF017609,PAY058155,337,2026-08-12T06:00:00
REF017610,PAY058157,2587,2026-08-29T14:00:00
REF017611,PAY058161,1119,2026-08-21T11:00:00
REF017612,PAY058166,169,2026-08-09T07:00:00
REF017613,PAY058171,667,2026-08-08T11:00:00
REF017614,PAY058175,114,2026-09-03T02:00:00
REF017615,PAY058177,668,2026-08-17T05:00:00
REF017616,PAY058189,1976,2026-08-30T20:00:00
REF017617,PAY058192,5470,2026-08-19T05:00:00
REF017618,PAY058197,2973,2026-09-01T05:00:00
REF017619,PAY058201,2900,2026-08-31T03:00:00
REF017620,PAY058210,1464,2026-08-14T09:00:00
REF017621,PAY058212,882,2026-08-15T21:00:00
REF017622,PAY058215,1863,2026-08-19T12:00:00
REF017623,PAY058216,1225,2026-08-30T14:00:00
REF017624,PAY058218,1807,2026-08-10T18:00:00
REF017625,PAY058219,1632,2026-08-11T00:00:00
REF017626,PAY058221,4722,2026-08-16T07:00:00
REF017627,PAY058223,190,2026-08-11T07:00:00
REF017628,PAY058227,3270,2026-08-07T06:00:00
REF017629,PAY058236,867,2026-08-18T03:00:00
REF017630,PAY058237,3835,2026-08-17T14:00:00
REF017631,PAY058242,625,2026-08-08T10:00:00
REF017632,PAY058249,86,2026-08-09T17:00:00
REF017633,PAY058251,420,2026-09-01T21:00:00
REF017634,PAY058257,2706,2026-09-03T17:00:00
REF017635,PAY058258,1830,2026-08-30T02:00:00
REF017636,PAY058260,569,2026-08-20T01:00:00
REF017637,PAY058261,429,2026-08-19T09:00:00
REF017638,PAY058264,2494,2026-08-09T17:00:00
REF017639,PAY058266,1315,2026-08-09T16:00:00
REF017640,PAY058269,1938,2026-08-28T02:00:00
REF017641,PAY058271,588,2026-08-27T03:00:00
REF017642,PAY058272,6274,2026-08-15T01:00:00
REF017643,PAY058273,328,2026-09-01T20:00:00
REF017644,PAY058281,1024,2026-09-02T00:00:00
REF017645,PAY058292,430,2026-08-09T19:00:00
REF017646,PAY058295,1249,2026-08-14T12:00:00
REF017647,PAY058297,2745,2026-08-06T10:00:00
REF017648,PAY058303,4488,2026-09-01T15:00:00
REF017649,PAY058304,279,2026-08-22T00:00:00
REF017650,PAY058306,1007,2026-08-24T07:00:00
REF017651,PAY058308,714,2026-08-12T10:00:00
REF017652,PAY058309,1497,2026-08-29T03:00:00
REF017653,PAY058313,2575,2026-08-26T13:00:00
REF017654,PAY058322,1164,2026-08-30T06:00:00
REF017655,PAY058324,2108,2026-08-29T15:00:00
REF017656,PAY058336,1307,2026-08-20T04:00:00
REF017657,PAY058338,2793,2026-08-10T17:00:00
REF017658,PAY058342,3022,2026-08-24T03:00:00
REF017659,PAY058344,5700,2026-08-24T01:00:00
REF017660,PAY058346,6668,2026-08-21T08:00:00
REF017661,PAY058350,1276,2026-08-22T16:00:00
REF017662,PAY058353,1557,2026-08-30T09:00:00
REF017663,PAY058358,3168,2026-09-02T00:00:00
REF017664,PAY058362,2003,2026-08-08T04:00:00
REF017665,PAY058364,626,2026-08-09T23:00:00
REF017666,PAY058368,1094,2026-08-11T12:00:00
REF017667,PAY058375,3153,2026-08-07T16:00:00
REF017668,PAY058376,1757,2026-08-13T05:00:00
REF017669,PAY058379,1398,2026-08-12T01:00:00
REF017670,PAY058385,5603,2026-09-02T15:00:00
REF017671,PAY058388,2643,2026-08-21T07:00:00
REF017672,PAY058391,439,2026-08-30T02:00:00
REF017673,PAY058394,952,2026-08-26T19:00:00
REF017674,PAY058395,1505,2026-08-14T00:00:00
REF017675,PAY058397,3888,2026-08-25T20:00:00
REF017676,PAY058398,502,2026-08-19T00:00:00
REF017677,PAY058403,3022,2026-08-30T14:00:00
REF017678,PAY058406,427,2026-08-06T21:00:00
REF017679,PAY058407,6330,2026-08-06T22:00:00
REF017680,PAY058411,403,2026-08-25T19:00:00
REF017681,PAY058415,4922,2026-09-02T14:00:00
REF017682,PAY058418,8963,2026-09-02T23:00:00
REF017683,PAY058420,174,2026-08-17T12:00:00
REF017684,PAY058424,123,2026-08-13T15:00:00
REF017685,PAY058426,7629,2026-08-31T20:00:00
REF017686,PAY058428,2337,2026-08-08T10:00:00
REF017687,PAY058435,1045,2026-08-15T06:00:00
REF017688,PAY058436,2405,2026-08-17T02:00:00
REF017689,PAY058443,5431,2026-08-24T05:00:00
REF017690,PAY058444,4261,2026-08-27T21:00:00
REF017691,PAY058449,2929,2026-08-19T04:00:00
REF017692,PAY058459,1529,2026-08-20T14:00:00
REF017693,PAY058461,1201,2026-08-27T08:00:00
REF017694,PAY058462,2277,2026-08-12T23:00:00
REF017695,PAY058469,407,2026-08-17T05:00:00
REF017696,PAY058472,4419,2026-08-13T15:00:00
REF017697,PAY058476,320,2026-08-28T21:00:00
REF017698,PAY058482,3833,2026-08-25T19:00:00
REF017699,PAY058483,1738,2026-08-22T08:00:00
REF017700,PAY058485,6327,2026-08-30T20:00:00
REF017701,PAY058487,3819,2026-08-06T20:00:00
REF017702,PAY058488,229,2026-08-14T06:00:00
REF017703,PAY058492,5226,2026-08-23T11:00:00
REF017704,PAY058493,6563,2026-08-20T20:00:00
REF017705,PAY058494,280,2026-08-10T04:00:00
REF017706,PAY058503,7162,2026-08-08T17:00:00
REF017707,PAY058508,502,2026-08-17T01:00:00
REF017708,PAY058509,4376,2026-08-29T23:00:00
REF017709,PAY058513,660,2026-08-21T00:00:00
REF017710,PAY058514,455,2026-08-08T10:00:00
REF017711,PAY058516,2313,2026-08-07T07:00:00
REF017712,PAY058518,6244,2026-09-02T21:00:00
REF017713,PAY058520,1006,2026-08-11T03:00:00
REF017714,PAY058521,3307,2026-08-06T10:00:00
REF017715,PAY058522,222,2026-08-09T09:00:00
REF017716,PAY058525,3890,2026-08-17T08:00:00
REF017717,PAY058531,8320,2026-08-26T14:00:00
REF017718,PAY058532,222,2026-09-01T15:00:00
REF017719,PAY058533,2294,2026-08-06T15:00:00
REF017720,PAY058540,452,2026-08-25T02:00:00
REF017721,PAY058542,1289,2026-08-30T18:00:00
REF017722,PAY058543,1384,2026-09-02T09:00:00
REF017723,PAY058543,1384,2026-09-02T10:00:00
REF017724,PAY058548,2984,2026-08-28T10:00:00
REF017725,PAY058549,1619,2026-08-20T05:00:00
REF017726,PAY058550,2388,2026-08-24T00:00:00
REF017727,PAY058551,80,2026-08-13T13:00:00
REF017728,PAY058554,7363,2026-08-18T14:00:00
REF017729,PAY058556,219,2026-08-07T12:00:00
REF017730,PAY058559,3510,2026-08-10T22:00:00
REF017731,PAY058564,618,2026-08-25T19:00:00
REF017732,PAY058565,1672,2026-08-26T06:00:00
REF017733,PAY058570,864,2026-08-19T11:00:00
REF017734,PAY058574,1761,2026-08-18T10:00:00
REF017735,PAY058576,777,2026-08-11T09:00:00
REF017736,PAY058577,1322,2026-08-07T00:00:00
REF017737,PAY058579,308,2026-08-19T07:00:00
REF017738,PAY058582,4584,2026-09-04T07:00:00
REF017739,PAY058583,6422,2026-08-11T10:00:00
REF017740,PAY058585,7497,2026-08-08T00:00:00
REF017741,PAY058586,221,2026-08-30T23:00:00
REF017742,PAY058592,235,2026-08-08T06:00:00
REF017743,PAY058596,2489,2026-08-18T05:00:00
REF017744,PAY058598,3076,2026-08-07T15:00:00
REF017745,PAY058601,83,2026-08-26T04:00:00
REF017746,PAY058602,2786,2026-08-11T16:00:00
REF017747,PAY058606,541,2026-09-03T19:00:00
REF017748,PAY058613,808,2026-08-31T19:00:00
REF017749,PAY058614,1858,2026-08-20T02:00:00
REF017750,PAY058622,1777,2026-08-29T02:00:00
REF017751,PAY058628,1232,2026-08-22T02:00:00
REF017752,PAY058629,6324,2026-08-23T04:00:00
REF017753,PAY058635,1033,2026-08-17T23:00:00
REF017754,PAY058636,1909,2026-09-02T20:00:00
REF017755,PAY058637,949,2026-08-07T13:00:00
REF017756,PAY058644,146,2026-08-16T21:00:00
REF017757,PAY058645,1543,2026-09-03T07:00:00
REF017758,PAY058647,3847,2026-08-12T12:00:00
REF017759,PAY058651,1038,2026-09-02T10:00:00
REF017760,PAY058656,6514,2026-08-20T05:00:00
REF017761,PAY058658,771,2026-08-13T20:00:00
REF017762,PAY058660,2003,2026-08-30T00:00:00
REF017763,PAY058663,2761,2026-08-25T03:00:00
REF017764,PAY058665,382,2026-08-26T22:00:00
REF017765,PAY058667,6232,2026-08-24T09:00:00
REF017766,PAY058670,1413,2026-08-26T19:00:00
REF017767,PAY058673,3572,2026-08-06T17:00:00
REF017768,PAY058675,2103,2026-09-02T02:00:00
REF017769,PAY058684,2961,2026-09-02T01:00:00
REF017770,PAY058686,8176,2026-08-30T16:00:00
REF017771,PAY058691,484,2026-08-28T14:00:00
REF017772,PAY058694,2386,2026-08-30T07:00:00
REF017773,PAY058700,2793,2026-08-15T06:00:00
REF017774,PAY058702,733,2026-08-27T04:00:00
REF017775,PAY058704,2287,2026-08-22T07:00:00
REF017776,PAY058706,965,2026-08-11T15:00:00
REF017777,PAY058717,191,2026-08-26T10:00:00
REF017778,PAY058721,310,2026-09-01T22:00:00
REF017779,PAY058722,1157,2026-08-21T10:00:00
REF017780,PAY058724,76,2026-08-20T09:00:00
REF017781,PAY058725,508,2026-08-08T03:00:00
REF017782,PAY058726,1573,2026-08-11T14:00:00
REF017783,PAY058730,650,2026-08-14T00:00:00
REF017784,PAY058731,1939,2026-08-28T18:00:00
REF017785,PAY058734,2520,2026-08-11T05:00:00
REF017786,PAY058735,1727,2026-08-21T01:00:00
REF017787,PAY058737,923,2026-09-03T08:00:00
REF017788,PAY058741,2243,2026-08-24T17:00:00
REF017789,PAY058750,766,2026-08-19T09:00:00
REF017790,PAY058751,1013,2026-08-16T23:00:00
REF017791,PAY058756,589,2026-08-16T01:00:00
REF017792,PAY058757,1425,2026-08-16T09:00:00
REF017793,PAY058758,826,2026-08-22T07:00:00
REF017794,PAY058767,161,2026-09-01T20:00:00
REF017795,PAY058769,4441,2026-09-01T02:00:00
REF017796,PAY058773,7857,2026-09-02T01:00:00
REF017797,PAY058776,1747,2026-08-16T21:00:00
REF017798,PAY058777,1974,2026-08-15T03:00:00
REF017799,PAY058778,2763,2026-08-27T19:00:00
REF017800,PAY058779,1994,2026-08-09T20:00:00
REF017801,PAY058780,5089,2026-08-06T10:00:00
REF017802,PAY058787,948,2026-08-12T10:00:00
REF017803,PAY058789,3280,2026-08-30T20:00:00
REF017804,PAY058791,6602,2026-08-13T03:00:00
REF017805,PAY058798,994,2026-09-04T08:00:00
REF017806,PAY058806,532,2026-08-15T00:00:00
REF017807,PAY058807,5431,2026-08-25T04:00:00
REF017808,PAY058808,136,2026-08-26T20:00:00
REF017809,PAY058809,1658,2026-08-13T02:00:00
REF017810,PAY058811,3115,2026-08-27T13:00:00
REF017811,PAY058812,725,2026-08-25T13:00:00
REF017812,PAY058816,6804,2026-08-28T17:00:00
REF017813,PAY058817,1355,2026-08-20T19:00:00
REF017814,PAY058819,2248,2026-09-02T12:00:00
REF017815,PAY058820,3351,2026-08-28T09:00:00
REF017816,PAY058827,1683,2026-08-31T17:00:00
REF017817,PAY058831,5495,2026-08-17T19:00:00
REF017818,PAY058835,387,2026-08-08T08:00:00
REF017819,PAY058837,14439,2026-08-20T19:00:00
REF017820,PAY058848,6438,2026-08-27T19:00:00
REF017821,PAY058850,1630,2026-08-30T10:00:00
REF017822,PAY058856,6374,2026-08-09T09:00:00
REF017823,PAY058860,457,2026-09-03T23:00:00
REF017824,PAY058861,237,2026-08-09T14:00:00
REF017825,PAY058862,4193,2026-08-26T17:00:00
REF017826,PAY058866,1098,2026-08-29T11:00:00
REF017827,PAY058867,60,2026-08-13T00:00:00
REF017828,PAY058872,2459,2026-08-08T16:00:00
REF017829,PAY058877,586,2026-08-22T00:00:00
REF017830,PAY058879,2133,2026-08-24T06:00:00
REF017831,PAY058884,7493,2026-08-29T09:00:00
REF017832,PAY058891,3238,2026-08-20T03:00:00
REF017833,PAY058895,5640,2026-09-03T23:00:00
REF017834,PAY058906,548,2026-08-23T22:00:00
REF017835,PAY058912,695,2026-09-03T00:00:00
REF017836,PAY058916,367,2026-08-08T09:00:00
REF017837,PAY058917,692,2026-08-23T20:00:00
REF017838,PAY058918,2393,2026-08-19T11:00:00
REF017839,PAY058919,6882,2026-08-24T10:00:00
REF017840,PAY058921,1088,2026-08-19T12:00:00
REF017841,PAY058923,8131,2026-08-18T18:00:00
REF017842,PAY058927,7458,2026-08-24T21:00:00
REF017843,PAY058929,2736,2026-08-10T11:00:00
REF017844,PAY058930,187,2026-08-30T09:00:00
REF017845,PAY058934,1014,2026-08-09T02:00:00
REF017846,PAY058935,3704,2026-08-13T20:00:00
REF017847,PAY058937,6063,2026-08-12T23:00:00
REF017848,PAY058938,1211,2026-08-27T16:00:00
REF017849,PAY058942,1256,2026-08-27T20:00:00
REF017850,PAY058943,832,2026-09-01T02:00:00
REF017851,PAY058946,133,2026-08-22T11:00:00
REF017852,PAY058949,549,2026-08-06T17:00:00
REF017853,PAY058959,321,2026-08-21T20:00:00
REF017854,PAY058961,1239,2026-08-17T14:00:00
REF017855,PAY058964,212,2026-08-27T02:00:00
REF017856,PAY058965,2369,2026-08-17T01:00:00
REF017857,PAY058970,1428,2026-08-30T16:00:00
REF017858,PAY058971,4849,2026-09-03T17:00:00
REF017859,PAY058977,3961,2026-08-21T17:00:00
REF017860,PAY058985,1612,2026-08-30T06:00:00
REF017861,PAY058988,398,2026-08-29T03:00:00
REF017862,PAY058989,362,2026-08-12T15:00:00
REF017863,PAY058994,396,2026-09-02T01:00:00
REF017864,PAY058995,3430,2026-08-08T10:00:00
REF017865,PAY058999,274,2026-08-11T09:00:00
REF017866,PAY059001,3056,2026-08-28T15:00:00
REF017867,PAY059005,4407,2026-08-12T13:00:00
REF017868,PAY059014,1991,2026-08-23T22:00:00
REF017869,PAY059017,913,2026-08-25T19:00:00
REF017870,PAY059017,913,2026-08-25T20:00:00
REF017871,PAY059019,252,2026-08-08T04:00:00
REF017872,PAY059021,4894,2026-09-02T01:00:00
REF017873,PAY059023,1201,2026-08-13T17:00:00
REF017874,PAY059031,375,2026-08-25T08:00:00
REF017875,PAY059032,5948,2026-08-16T04:00:00
REF017876,PAY059035,234,2026-08-12T23:00:00
REF017877,PAY059045,1346,2026-08-23T03:00:00
REF017878,PAY059048,5016,2026-09-03T14:00:00
REF017879,PAY059052,661,2026-08-11T14:00:00
REF017880,PAY059053,4325,2026-08-10T11:00:00
REF017881,PAY059057,2491,2026-09-03T09:00:00
REF017882,PAY059059,713,2026-08-09T18:00:00
REF017883,PAY059060,69,2026-08-16T00:00:00
REF017884,PAY059064,7365,2026-09-04T06:00:00
REF017885,PAY059067,8345,2026-08-21T13:00:00
REF017886,PAY059072,536,2026-08-09T08:00:00
REF017887,PAY059075,5204,2026-08-06T13:00:00
REF017888,PAY059077,430,2026-09-04T08:00:00
REF017889,PAY059079,428,2026-08-12T08:00:00
REF017890,PAY059088,6456,2026-09-01T04:00:00
REF017891,PAY059094,2574,2026-08-19T18:00:00
REF017892,PAY059097,714,2026-08-30T04:00:00
REF017893,PAY059098,3438,2026-09-01T15:00:00
REF017894,PAY059099,5957,2026-09-03T16:00:00
REF017895,PAY059104,513,2026-08-26T03:00:00
REF017896,PAY059107,1732,2026-08-17T14:00:00
REF017897,PAY059116,1732,2026-09-03T01:00:00
REF017898,PAY059117,3448,2026-08-20T04:00:00
REF017899,PAY059118,161,2026-08-13T06:00:00
REF017900,PAY059121,8553,2026-08-06T20:00:00
REF017901,PAY059123,4243,2026-08-31T08:00:00
REF017902,PAY059132,2445,2026-08-29T07:00:00
REF017903,PAY059133,3189,2026-08-09T18:00:00
REF017904,PAY059135,5554,2026-08-30T01:00:00
REF017905,PAY059141,713,2026-08-14T15:00:00
REF017906,PAY059146,5516,2026-08-08T13:00:00
REF017907,PAY059148,93,2026-08-31T22:00:00
REF017908,PAY059149,3871,2026-08-14T11:00:00
REF017909,PAY059152,2953,2026-08-08T02:00:00
REF017910,PAY059154,111,2026-09-03T06:00:00
REF017911,PAY059163,6033,2026-08-21T17:00:00
REF017912,PAY059165,3000,2026-08-29T10:00:00
REF017913,PAY059166,2424,2026-08-23T00:00:00
REF017914,PAY059176,2807,2026-08-30T16:00:00
REF017915,PAY059179,569,2026-08-31T10:00:00
REF017916,PAY059181,188,2026-08-06T17:00:00
REF017917,PAY059183,3764,2026-08-13T19:00:00
REF017918,PAY059184,6200,2026-08-14T11:00:00
REF017919,PAY059196,2330,2026-09-04T04:00:00
REF017920,PAY059197,5647,2026-08-08T23:00:00
REF017921,PAY059199,437,2026-08-07T13:00:00
REF017922,PAY059201,1949,2026-08-08T22:00:00
REF017923,PAY059202,4990,2026-08-26T04:00:00
REF017924,PAY059211,2514,2026-08-28T20:00:00
REF017925,PAY059216,2073,2026-08-08T11:00:00
REF017926,PAY059217,2414,2026-08-16T00:00:00
REF017927,PAY059218,192,2026-08-15T00:00:00
REF017928,PAY059222,3523,2026-08-16T00:00:00
REF017929,PAY059223,3355,2026-08-19T08:00:00
REF017930,PAY059231,3107,2026-09-03T13:00:00
REF017931,PAY059232,189,2026-09-02T00:00:00
REF017932,PAY059235,6912,2026-08-09T07:00:00
REF017933,PAY059238,3093,2026-08-08T03:00:00
REF017934,PAY059239,1874,2026-08-23T16:00:00
REF017935,PAY059242,4695,2026-08-19T18:00:00
REF017936,PAY059246,2077,2026-08-30T17:00:00
REF017937,PAY059249,854,2026-08-26T03:00:00
REF017938,PAY059254,1444,2026-08-23T09:00:00
REF017939,PAY059257,1839,2026-08-16T23:00:00
REF017940,PAY059258,1554,2026-08-28T00:00:00
REF017941,PAY059259,4288,2026-08-14T01:00:00
REF017942,PAY059265,3124,2026-08-13T20:00:00
REF017943,PAY059269,5619,2026-08-19T18:00:00
REF017944,PAY059276,2934,2026-08-15T14:00:00
REF017945,PAY059277,356,2026-08-27T22:00:00
REF017946,PAY059282,5734,2026-08-18T17:00:00
REF017947,PAY059286,8817,2026-08-17T18:00:00
REF017948,PAY059289,3635,2026-09-03T09:00:00
REF017949,PAY059295,104,2026-09-03T03:00:00
REF017950,PAY059296,1555,2026-08-20T11:00:00
REF017951,PAY059301,193,2026-08-11T17:00:00
REF017952,PAY059304,790,2026-08-18T14:00:00
REF017953,PAY059307,1050,2026-09-02T12:00:00
REF017954,PAY059308,860,2026-08-10T07:00:00
REF017955,PAY059310,3983,2026-08-25T15:00:00
REF017956,PAY059318,191,2026-08-08T03:00:00
REF017957,PAY059322,2570,2026-08-19T19:00:00
REF017958,PAY059323,3130,2026-08-20T07:00:00
REF017959,PAY059327,151,2026-08-14T21:00:00
REF017960,PAY059332,7594,2026-08-13T04:00:00
REF017961,PAY059336,73,2026-08-26T22:00:00
REF017962,PAY059338,810,2026-08-17T22:00:00
REF017963,PAY059339,2679,2026-08-13T19:00:00
REF017964,PAY059340,3772,2026-08-11T10:00:00
REF017965,PAY059343,2243,2026-09-01T18:00:00
REF017966,PAY059344,1031,2026-08-29T01:00:00
REF017967,PAY059347,348,2026-08-14T12:00:00
REF017968,PAY059348,5838,2026-08-15T14:00:00
REF017969,PAY059352,996,2026-08-20T08:00:00
REF017970,PAY059358,2919,2026-08-26T23:00:00
REF017971,PAY059361,3040,2026-08-29T07:00:00
REF017972,PAY059363,774,2026-08-13T12:00:00
REF017973,PAY059365,4669,2026-08-14T07:00:00
REF017974,PAY059368,3938,2026-08-17T08:00:00
REF017975,PAY059369,1006,2026-08-18T21:00:00
REF017976,PAY059369,1006,2026-08-18T22:00:00
REF017977,PAY059372,597,2026-08-14T00:00:00
REF017978,PAY059379,1953,2026-08-20T06:00:00
REF017979,PAY059380,461,2026-09-02T10:00:00
REF017980,PAY059385,3281,2026-08-14T03:00:00
REF017981,PAY059388,2736,2026-08-17T11:00:00
REF017982,PAY059391,2444,2026-08-31T18:00:00
REF017983,PAY059392,3815,2026-08-18T05:00:00
REF017984,PAY059394,3295,2026-08-07T01:00:00
REF017985,PAY059398,1410,2026-08-26T03:00:00
REF017986,PAY059401,2595,2026-08-26T15:00:00
REF017987,PAY059407,877,2026-08-31T16:00:00
REF017988,PAY059409,569,2026-08-10T14:00:00
REF017989,PAY059410,1308,2026-08-17T00:00:00
REF017990,PAY059411,1189,2026-08-30T10:00:00
REF017991,PAY059416,3333,2026-08-26T05:00:00
REF017992,PAY059419,70,2026-08-17T11:00:00
REF017993,PAY059421,495,2026-09-04T07:00:00
REF017994,PAY059423,5018,2026-08-06T21:00:00
REF017995,PAY059425,1973,2026-08-23T04:00:00
REF017996,PAY059426,493,2026-08-29T06:00:00
REF017997,PAY059432,1299,2026-08-07T09:00:00
REF017998,PAY059433,5335,2026-08-15T05:00:00
REF017999,PAY059435,323,2026-08-26T15:00:00
REF018000,PAY059436,3836,2026-08-12T01:00:00
REF018001,PAY059437,1436,2026-08-17T10:00:00
REF018002,PAY059446,1380,2026-09-02T20:00:00
REF018003,PAY059450,482,2026-08-18T17:00:00
REF018004,PAY059454,2238,2026-08-19T05:00:00
REF018005,PAY059463,2346,2026-08-15T06:00:00
REF018006,PAY059464,351,2026-08-10T17:00:00
REF018007,PAY059465,393,2026-08-20T17:00:00
REF018008,PAY059470,745,2026-08-31T16:00:00
REF018009,PAY059474,5243,2026-08-22T07:00:00
REF018010,PAY059488,1271,2026-08-19T23:00:00
REF018011,PAY059489,545,2026-08-07T17:00:00
REF018012,PAY059490,5134,2026-09-03T16:00:00
REF018013,PAY059492,4890,2026-08-30T19:00:00
REF018014,PAY059493,702,2026-08-29T13:00:00
REF018015,PAY059494,5489,2026-09-01T12:00:00
REF018016,PAY059497,757,2026-08-16T04:00:00
REF018017,PAY059500,845,2026-08-22T10:00:00
REF018018,PAY059506,4249,2026-08-30T18:00:00
REF018019,PAY059508,7004,2026-08-18T01:00:00
REF018020,PAY059509,1222,2026-08-21T20:00:00
REF018021,PAY059510,6815,2026-08-18T14:00:00
REF018022,PAY059517,1021,2026-08-29T19:00:00
REF018023,PAY059518,8388,2026-08-14T19:00:00
REF018024,PAY059520,1310,2026-08-16T22:00:00
REF018025,PAY059532,1788,2026-08-23T01:00:00
REF018026,PAY059534,1315,2026-08-10T05:00:00
REF018027,PAY059538,1155,2026-09-03T20:00:00
REF018028,PAY059543,6167,2026-08-26T10:00:00
REF018029,PAY059545,1143,2026-08-19T06:00:00
REF018030,PAY059546,7348,2026-08-14T04:00:00
REF018031,PAY059547,170,2026-08-31T05:00:00
REF018032,PAY059548,2255,2026-08-08T12:00:00
REF018033,PAY059549,625,2026-08-27T21:00:00
REF018034,PAY059550,2103,2026-08-18T18:00:00
REF018035,PAY059554,4182,2026-09-01T15:00:00
REF018036,PAY059557,805,2026-08-12T09:00:00
REF018037,PAY059566,1535,2026-09-01T01:00:00
REF018038,PAY059568,1047,2026-08-24T21:00:00
REF018039,PAY059579,4469,2026-09-01T17:00:00
REF018040,PAY059580,157,2026-09-03T16:00:00
REF018041,PAY059585,1032,2026-08-19T12:00:00
REF018042,PAY059586,62,2026-09-04T08:00:00
REF018043,PAY059588,1332,2026-08-14T18:00:00
REF018044,PAY059595,2265,2026-09-04T01:00:00
REF018045,PAY059597,101,2026-08-19T02:00:00
REF018046,PAY059599,7488,2026-08-08T08:00:00
REF018047,PAY059600,1020,2026-08-28T00:00:00
REF018048,PAY059606,318,2026-08-15T20:00:00
REF018049,PAY059610,5307,2026-08-28T01:00:00
REF018050,PAY059612,5511,2026-08-27T10:00:00
REF018051,PAY059613,1483,2026-08-29T15:00:00
