credit_id,settlement_id,amount,ts
CR058887,SET058966,37664,2026-09-02T15:00:00
CR058888,SET058967,37696,2026-08-21T17:00:00
CR058889,SET058968,35450,2026-08-17T07:00:00
CR058890,SET058969,6002,2026-08-13T21:00:00
CR058891,SET058970,40770,2026-08-17T04:00:00
CR058892,SET058971,28133,2026-08-23T06:00:00
CR058893,SET058972,10260,2026-08-09T12:00:00
CR058894,SET058973,38697,2026-08-23T00:00:00
CR058895,SET058974,27540,2026-08-09T11:00:00
CR058896,SET058975,27461,2026-08-06T17:00:00
CR058897,SET058976,29460,2026-08-18T10:00:00
CR058898,SET058977,8442,2026-09-04T11:00:00
CR058899,SET058978,45531,2026-08-18T10:00:00
CR058900,SET058979,19315,2026-08-12T12:00:00
CR058901,SET058980,31051,2026-08-19T17:00:00
CR058902,SET058981,2251,2026-08-20T05:00:00
CR058903,SET058982,29249,2026-09-03T10:00:00
CR058904,SET058983,21501,2026-09-04T11:00:00
CR058905,SET058984,40993,2026-08-08T00:00:00
CR058906,SET058985,19933,2026-08-26T06:00:00
CR058907,SET058986,30064,2026-08-25T07:00:00
CR058908,SET058987,38216,2026-09-02T00:00:00
CR058909,SET058988,25425,2026-09-01T08:00:00
CR058910,SET058989,9509,2026-08-23T21:00:00
CR058911,SET058990,16731,2026-08-09T18:00:00
CR058912,SET058991,13323,2026-08-21T00:00:00
CR058913,SET058992,14920,2026-09-01T06:00:00
CR058914,SET058993,45486,2026-08-21T22:00:00
CR058915,SET058994,29157,2026-08-19T22:00:00
CR058916,SET058995,3179,2026-08-17T18:00:00
CR058917,SET058996,34880,2026-08-14T19:00:00
CR058918,SET058997,3114,2026-08-30T08:00:00
CR058919,SET058998,14257,2026-09-01T19:00:00
CR058920,SET058999,34726,2026-09-03T20:00:00
CR058921,SET059000,46175,2026-08-19T10:00:00
CR058922,SET059001,22614,2026-09-02T05:00:00
CR058923,SET059002,38515,2026-08-25T11:00:00
CR058924,SET059003,17590,2026-08-19T06:00:00
CR058925,SET059004,10912,2026-08-26T07:00:00
CR058926,SET059005,44040,2026-08-27T19:00:00
CR058927,SET059006,22108,2026-08-15T06:00:00
CR058928,SET059007,16794,2026-08-17T18:00:00
CR058929,SET059008,30997,2026-08-22T07:00:00
CR058930,SET059009,38834,2026-08-10T12:00:00
CR058931,SET059010,39638,2026-08-07T08:00:00
CR058932,SET059011,17422,2026-08-13T02:00:00
CR058933,SET059012,44249,2026-08-27T14:00:00
CR058934,SET059013,36124,2026-08-22T14:00:00
CR058935,SET059014,17773,2026-08-09T17:00:00
CR058936,SET059015,3046,2026-08-13T15:00:00
CR058937,SET059016,11908,2026-09-03T05:00:00
CR058938,SET059017,24655,2026-08-20T08:00:00
CR058939,SET059018,8109,2026-08-13T10:00:00
CR058940,SET059019,34981,2026-08-30T09:00:00
CR058941,SET059020,38201,2026-09-01T11:00:00
CR058942,SET059021,33756,2026-08-07T00:00:00
CR058943,SET059022,12679,2026-08-11T18:00:00
CR058944,SET059023,27134,2026-08-31T12:00:00
CR058945,SET059024,3983,2026-08-24T18:00:00
CR058946,SET059025,28248,2026-08-26T03:00:00
CR058947,SET059026,6428,2026-08-20T04:00:00
CR058948,SET059027,7967,2026-08-17T09:00:00
CR058949,SET059028,5738,2026-08-16T11:00:00
CR058950,SET059029,28526,2026-08-16T12:00:00
CR058951,SET059030,10192,2026-08-30T11:00:00
CR058952,SET059031,26210,2026-08-11T02:00:00
CR058953,SET059032,14350,2026-08-29T11:00:00
CR058954,SET059033,23074,2026-08-09T22:00:00
CR058955,SET059034,20463,2026-08-11T02:00:00
CR058956,SET059035,33869,2026-08-30T05:00:00
CR058957,SET059036,32018,2026-09-04T11:00:00
CR058958,SET059037,35978,2026-08-23T08:00:00
CR058959,SET059038,36564,2026-08-14T07:00:00
CR058960,SET059039,5503,2026-08-20T05:00:00
CR058961,SET059040,23027,2026-08-27T06:00:00
CR058962,SET059041,13867,2026-08-14T19:00:00
CR058963,SET059042,46308,2026-08-21T14:00:00
CR058964,SET059043,36463,2026-08-23T14:00:00
CR058965,SET059044,28134,2026-08-09T11:00:00
CR058966,SET059045,33835,2026-08-13T20:00:00
CR058967,SET059046,33029,2026-08-08T17:00:00
CR058968,SET059047,3604,2026-08-21T03:00:00
CR058969,SET059048,3662,2026-09-01T02:00:00
CR058970,SET059049,24749,2026-08-14T15:00:00
CR058971,SET059050,14698,2026-08-18T18:00:00
CR058972,SET059051,34343,2026-08-09T12:00:00
CR058973,SET059052,28369,2026-08-08T06:00:00
CR058974,SET059053,40751,2026-08-29T15:00:00
CR058975,SET059054,5625,2026-09-03T10:00:00
CR058976,SET059055,29871,2026-08-31T22:00:00
CR058977,SET059056,2235,2026-08-30T10:00:00
CR058978,SET059057,40150,2026-09-04T01:00:00
CR058979,SET059058,44549,2026-08-29T13:00:00
CR058980,SET059059,16043,2026-08-21T13:00:00
CR058981,SET059060,1469,2026-08-16T08:00:00
CR058982,SET059061,16953,2026-08-16T15:00:00
CR058983,SET059062,1699,2026-08-15T18:00:00
CR058984,SET059063,38628,2026-08-21T21:00:00
CR058985,SET059064,7081,2026-08-13T03:00:00
CR058986,SET059065,21932,2026-08-29T14:00:00
CR058987,SET059066,30927,2026-08-23T04:00:00
CR058988,SET059067,11393,2026-08-11T08:00:00
CR058989,SET059068,21623,2026-08-26T02:00:00
CR058990,SET059069,20406,2026-08-23T06:00:00
CR058991,SET059070,12847,2026-08-16T10:00:00
CR058992,SET059071,2488,2026-08-27T08:00:00
CR058993,SET059072,6236,2026-08-22T12:00:00
CR058994,SET059073,39859,2026-08-12T00:00:00
CR058995,SET059074,26008,2026-08-13T01:00:00
CR058996,SET059075,12359,2026-08-20T07:00:00
CR058997,SET059076,19701,2026-08-30T20:00:00
CR058998,SET059077,40700,2026-08-20T04:00:00
CR058999,SET059078,11692,2026-08-14T21:00:00
CR059000,SET059079,16976,2026-08-31T14:00:00
CR059001,SET059080,36476,2026-08-22T17:00:00
CR059002,SET059081,1105,2026-08-06T21:00:00
CR059003,SET059082,10677,2026-08-22T04:00:00
CR059004,SET059083,21269,2026-08-13T23:00:00
CR059005,SET059084,35905,2026-08-14T15:00:00
CR059006,SET059085,44882,2026-08-28T02:00:00
CR059007,SET059086,19169,2026-08-15T13:00:00
CR059008,SET059087,23954,2026-08-06T19:00:00
CR059009,SET059088,36671,2026-08-30T04:00:00
CR059010,SET059089,18547,2026-08-13T11:00:00
CR059011,SET059090,45861,2026-09-03T18:00:00
CR059012,SET059091,27025,2026-08-30T15:00:00
CR059013,SET059092,44870,2026-09-02T12:00:00
CR059014,SET059093,20226,2026-08-11T16:00:00
CR059015,SET059094,37945,2026-08-21T00:00:00
CR059016,SET059095,27033,2026-08-15T08:00:00
CR059017,SET059096,15401,2026-09-04T08:00:00
CR059018,SET059097,35877,2026-08-09T03:00:00
CR059019,SET059098,17591,2026-08-29T17:00:00
CR059020,SET059099,26629,2026-08-07T17:00:00
CR059021,SET059100,34130,2026-08-20T04:00:00
CR059022,SET059101,14517,2026-08-09T02:00:00
CR059023,SET059102,41513,2026-08-26T08:00:00
CR059024,SET059103,17319,2026-08-29T23:00:00
CR059025,SET059104,11107,2026-09-02T18:00:00
CR059026,SET059105,18821,2026-08-09T09:00:00
CR059027,SET059106,43070,2026-08-26T15:00:00
CR059028,SET059107,14856,2026-08-28T00:00:00
CR059029,SET059108,1226,2026-08-31T20:00:00
CR059030,SET059109,35804,2026-08-17T10:00:00
CR059031,SET059110,31428,2026-08-16T16:00:00
CR059032,SET059111,13843,2026-08-29T00:00:00
CR059033,SET059112,14133,2026-08-27T03:00:00
CR059034,SET059113,40231,2026-08-24T03:00:00
CR059035,SET059114,28426,2026-08-20T20:00:00
CR059036,SET059115,9452,2026-09-02T01:00:00
CR059037,SET059116,24233,2026-08-08T15:00:00
CR059038,SET059117,10968,2026-08-16T04:00:00
CR059039,SET059118,7188,2026-08-15T04:00:00
CR059040,SET059119,33462,2026-08-31T00:00:00
CR059041,SET059120,5841,2026-08-10T07:00:00
CR059042,SET059121,16133,2026-08-13T15:00:00
CR059043,SET059122,37726,2026-08-16T04:00:00
CR059044,SET059123,14616,2026-08-19T12:00:00
CR059045,SET059124,1716,2026-08-14T16:00:00
CR059046,SET059125,37286,2026-08-15T04:00:00
CR059047,SET059126,42832,2026-08-30T16:00:00
CR059048,SET059127,17730,2026-08-13T22:00:00
CR059049,SET059128,11130,2026-08-11T06:00:00
CR059050,SET059129,4508,2026-08-17T14:00:00
CR059051,SET059130,4508,2026-08-17T14:00:00
CR059052,SET059131,33462,2026-09-03T17:00:00
CR059053,SET059132,8597,2026-09-02T04:00:00
CR059054,SET059133,10668,2026-08-26T12:00:00
CR059055,SET059134,4660,2026-09-03T17:00:00
CR059056,SET059135,31394,2026-08-09T11:00:00
CR059057,SET059136,40312,2026-09-03T12:00:00
CR059058,SET059137,13260,2026-08-23T22:00:00
CR059059,SET059138,37980,2026-08-08T07:00:00
CR059060,SET059139,35106,2026-08-23T20:00:00
CR059061,SET059140,989,2026-09-01T05:00:00
CR059062,SET059141,16683,2026-08-07T19:00:00
CR059063,SET059142,28936,2026-08-19T22:00:00
CR059064,SET059143,44119,2026-08-23T16:00:00
CR059065,SET059144,31637,2026-08-13T12:00:00
CR059066,SET059145,31144,2026-08-22T01:00:00
CR059067,SET059146,31149,2026-08-30T21:00:00
CR059068,SET059147,22187,2026-08-22T15:00:00
CR059069,SET059148,7365,2026-08-23T16:00:00
CR059070,SET059149,26129,2026-08-26T07:00:00
CR059071,SET059150,25326,2026-08-14T07:00:00
CR059072,SET059151,12610,2026-08-08T13:00:00
CR059073,SET059152,20690,2026-09-01T05:00:00
CR059074,SET059153,22629,2026-08-28T05:00:00
CR059075,SET059154,5698,2026-08-23T13:00:00
CR059076,SET059155,31071,2026-08-07T12:00:00
CR059077,SET059156,2245,2026-09-03T00:00:00
CR059078,SET059157,10463,2026-08-17T03:00:00
CR059079,SET059158,31207,2026-08-28T04:00:00
CR059080,SET059159,22147,2026-08-14T05:00:00
CR059081,SET059160,9508,2026-08-31T16:00:00
CR059082,SET059161,29821,2026-08-26T03:00:00
CR059083,SET059162,19103,2026-08-06T23:00:00
CR059084,SET059163,8097,2026-09-03T09:00:00
CR059085,SET059164,43823,2026-09-03T05:00:00
CR059086,SET059165,12489,2026-08-14T00:00:00
CR059087,SET059166,19173,2026-08-24T03:00:00
CR059088,SET059167,17368,2026-08-10T03:00:00
CR059089,SET059168,28909,2026-08-13T20:00:00
CR059090,SET059169,33196,2026-08-19T22:00:00
CR059091,SET059170,19808,2026-08-26T15:00:00
CR059092,SET059171,18410,2026-08-21T21:00:00
CR059093,SET059172,24497,2026-08-20T21:00:00
CR059094,SET059173,5149,2026-08-23T17:00:00
CR059095,SET059174,19362,2026-08-12T21:00:00
CR059096,SET059175,26210,2026-09-02T10:00:00
CR059097,SET059176,17865,2026-08-15T18:00:00
CR059098,SET059177,2113,2026-08-28T02:00:00
CR059099,SET059178,20408,2026-08-23T00:00:00
CR059100,SET059179,21860,2026-08-07T06:00:00
CR059101,SET059180,15269,2026-08-27T07:00:00
CR059102,SET059181,14715,2026-08-28T03:00:00
CR059103,SET059182,23604,2026-08-18T21:00:00
CR059104,SET059183,10202,2026-08-25T00:00:00
CR059105,SET059184,16179,2026-08-09T02:00:00
CR059106,SET059185,32427,2026-08-30T15:00:00
CR059107,SET059186,36503,2026-08-17T22:00:00
CR059108,SET059187,15537,2026-08-30T13:00:00
CR059109,SET059188,25731,2026-08-29T11:00:00
CR059110,SET059189,18675,2026-09-03T13:00:00
CR059111,SET059190,40053,2026-08-13T06:00:00
CR059112,SET059191,5741,2026-08-25T21:00:00
CR059113,SET059192,36073,2026-08-29T19:00:00
CR059114,SET059193,41632,2026-09-01T04:00:00
CR059115,SET059194,21013,2026-08-21T06:00:00
CR059116,SET059195,19627,2026-09-03T07:00:00
CR059117,SET059196,21432,2026-08-20T15:00:00
CR059118,SET059197,25614,2026-09-04T02:00:00
CR059119,SET059198,15252,2026-08-21T21:00:00
CR059120,SET059199,40752,2026-09-03T12:00:00
CR059121,SET059200,24553,2026-08-23T12:00:00
CR059122,SET059201,1087,2026-08-11T21:00:00
CR059123,SET059202,29438,2026-08-26T21:00:00
CR059124,SET059203,37251,2026-08-31T18:00:00
CR059125,SET059204,11042,2026-08-18T18:00:00
CR059126,SET059205,35774,2026-08-09T11:00:00
CR059127,SET059206,18984,2026-08-10T02:00:00
CR059128,SET059207,7987,2026-09-02T16:00:00
CR059129,SET059208,35462,2026-08-10T11:00:00
CR059130,SET059209,18408,2026-08-20T02:00:00
CR059131,SET059210,35082,2026-08-25T19:00:00
CR059132,SET059211,16857,2026-08-12T15:00:00
CR059133,SET059212,39702,2026-08-28T06:00:00
CR059134,SET059213,45102,2026-08-18T18:00:00
CR059135,SET059214,22561,2026-08-08T16:00:00
CR059136,SET059215,6816,2026-08-22T09:00:00
CR059137,SET059216,3188,2026-08-19T09:00:00
CR059138,SET059217,34407,2026-08-23T23:00:00
CR059139,SET059218,2981,2026-08-08T07:00:00
CR059140,SET059219,43206,2026-08-30T06:00:00
CR059141,SET059220,22286,2026-08-21T03:00:00
CR059142,SET059221,41814,2026-08-11T02:00:00
CR059143,SET059222,40971,2026-08-19T23:00:00
CR059144,SET059223,37828,2026-08-20T11:00:00
CR059145,SET059224,15761,2026-08-13T16:00:00
CR059146,SET059225,33559,2026-08-08T16:00:00
CR059147,SET059226,3973,2026-08-19T21:00:00
CR059148,SET059227,1802,2026-08-15T01:00:00
CR059149,SET059228,6853,2026-08-30T15:00:00
CR059150,SET059229,31235,2026-09-01T19:00:00
CR059151,SET059230,30290,2026-08-28T06:00:00
CR059152,SET059231,31499,2026-08-26T14:00:00
CR059153,SET059232,38497,2026-08-13T08:00:00
CR059154,SET059233,43928,2026-08-28T08:00:00
CR059155,SET059234,35471,2026-08-18T18:00:00
CR059156,SET059235,31903,2026-08-18T09:00:00
CR059157,SET059236,22577,2026-08-27T02:00:00
CR059158,SET059237,30807,2026-08-15T19:00:00
CR059159,SET059238,4256,2026-08-18T02:00:00
CR059160,SET059239,27618,2026-08-13T23:00:00
CR059161,SET059240,17004,2026-08-11T14:00:00
CR059162,SET059241,13944,2026-09-03T11:00:00
CR059163,SET059242,4588,2026-08-20T12:00:00
CR059164,SET059243,42986,2026-09-01T22:00:00
CR059165,SET059244,33932,2026-08-29T05:00:00
CR059166,SET059245,18617,2026-08-31T07:00:00
CR059167,SET059246,21961,2026-08-25T08:00:00
CR059168,SET059247,3564,2026-08-14T16:00:00
CR059169,SET059248,23709,2026-08-15T18:00:00
CR059170,SET059249,44743,2026-08-17T07:00:00
CR059171,SET059250,40242,2026-08-18T09:00:00
CR059172,SET059251,9863,2026-08-27T15:00:00
CR059173,SET059252,27163,2026-08-20T12:00:00
CR059174,SET059253,8717,2026-08-19T02:00:00
CR059175,SET059254,25203,2026-08-10T04:00:00
CR059176,SET059255,14427,2026-08-30T21:00:00
CR059177,SET059256,41757,2026-08-08T03:00:00
CR059178,SET059257,40788,2026-09-01T08:00:00
CR059179,SET059258,14367,2026-08-27T03:00:00
CR059180,SET059259,15538,2026-08-14T06:00:00
CR059181,SET059260,21243,2026-08-20T11:00:00
CR059182,SET059261,23653,2026-08-29T11:00:00
CR059183,SET059262,3228,2026-08-10T13:00:00
CR059184,SET059263,10062,2026-08-13T16:00:00
CR059185,SET059264,24342,2026-09-04T02:00:00
CR059186,SET059265,32977,2026-08-14T11:00:00
CR059187,SET059266,23928,2026-08-29T17:00:00
CR059188,SET059267,32387,2026-08-13T23:00:00
CR059189,SET059268,40927,2026-08-17T12:00:00
CR059190,SET059269,7676,2026-08-19T01:00:00
CR059191,SET059270,8369,2026-08-19T18:00:00
CR059192,SET059271,23567,2026-08-27T22:00:00
CR059193,SET059272,11203,2026-08-14T04:00:00
CR059194,SET059273,41765,2026-08-29T23:00:00
CR059195,SET059274,22480,2026-09-02T20:00:00
CR059196,SET059275,43453,2026-08-12T09:00:00
CR059197,SET059276,23649,2026-08-11T01:00:00
CR059198,SET059277,8171,2026-08-14T06:00:00
CR059199,SET059278,6450,2026-08-09T00:00:00
CR059200,SET059279,30805,2026-08-20T10:00:00
CR059201,SET059280,2813,2026-09-02T14:00:00
CR059202,SET059281,46780,2026-08-20T02:00:00
CR059203,SET059282,12752,2026-08-28T23:00:00
CR059204,SET059283,19186,2026-09-02T09:00:00
CR059205,SET059284,45872,2026-09-02T02:00:00
CR059206,SET059285,22650,2026-08-14T07:00:00
CR059207,SET059286,16732,2026-08-17T09:00:00
CR059208,SET059287,28740,2026-08-14T09:00:00
CR059209,SET059288,14808,2026-08-17T15:00:00
CR059210,SET059289,44886,2026-08-19T20:00:00
CR059211,SET059290,2342,2026-08-20T23:00:00
CR059212,SET059291,37188,2026-08-31T22:00:00
CR059213,SET059292,35580,2026-08-18T09:00:00
CR059214,SET059293,17013,2026-08-19T20:00:00
CR059215,SET059294,41761,2026-08-07T05:00:00
CR059216,SET059295,11229,2026-08-08T08:00:00
CR059217,SET059296,17891,2026-08-22T05:00:00
CR059218,SET059297,19736,2026-08-11T04:00:00
CR059219,SET059298,21013,2026-08-26T07:00:00
CR059220,SET059299,36899,2026-08-29T22:00:00
CR059221,SET059300,21244,2026-09-02T01:00:00
CR059222,SET059301,24829,2026-08-26T19:00:00
CR059223,SET059302,21622,2026-08-31T19:00:00
CR059224,SET059303,27609,2026-08-15T19:00:00
CR059225,SET059304,13173,2026-08-10T13:00:00
CR059226,SET059305,4987,2026-08-17T05:00:00
CR059227,SET059306,27284,2026-08-17T08:00:00
CR059228,SET059307,4558,2026-08-31T20:00:00
CR059229,SET059308,27075,2026-08-09T22:00:00
CR059230,SET059309,40176,2026-08-10T18:00:00
CR059231,SET059310,5280,2026-08-17T04:00:00
CR059232,SET059311,36132,2026-08-30T14:00:00
CR059233,SET059312,34302,2026-08-13T07:00:00
CR059234,SET059313,36447,2026-08-20T17:00:00
CR059235,SET059314,42418,2026-08-31T15:00:00
CR059236,SET059315,24321,2026-08-19T05:00:00
CR059237,SET059316,24424,2026-08-26T09:00:00
CR059238,SET059317,3920,2026-08-21T12:00:00
CR059239,SET059318,18336,2026-08-29T11:00:00
CR059240,SET059319,921,2026-08-17T15:00:00
CR059241,SET059320,10774,2026-08-21T20:00:00
CR059242,SET059321,6292,2026-09-04T11:00:00
CR059243,SET059322,38239,2026-08-14T12:00:00
CR059244,SET059323,19899,2026-08-07T01:00:00
CR059245,SET059324,25750,2026-08-27T03:00:00
CR059246,SET059325,32122,2026-08-23T08:00:00
CR059247,SET059326,2517,2026-08-29T10:00:00
CR059248,SET059327,23902,2026-08-20T06:00:00
CR059249,SET059328,16535,2026-08-16T15:00:00
CR059250,SET059329,2510,2026-09-02T12:00:00
CR059251,SET059330,13318,2026-08-20T03:00:00
CR059252,SET059331,42519,2026-08-18T10:00:00
CR059253,SET059332,11260,2026-08-07T13:00:00
CR059254,SET059333,21787,2026-08-15T09:00:00
CR059255,SET059334,44422,2026-08-16T15:00:00
CR059256,SET059335,7955,2026-08-26T19:00:00
CR059257,SET059336,38395,2026-08-12T05:00:00
CR059258,SET059337,6490,2026-08-17T14:00:00
CR059259,SET059338,32012,2026-08-22T23:00:00
CR059260,SET059339,34572,2026-08-23T05:00:00
CR059261,SET059340,44221,2026-08-21T16:00:00
CR059262,SET059341,14601,2026-08-13T09:00:00
CR059263,SET059342,42871,2026-08-26T12:00:00
CR059264,SET059343,6420,2026-08-22T07:00:00
CR059265,SET059344,43544,2026-08-31T13:00:00
CR059266,SET059345,33361,2026-08-20T23:00:00
CR059267,SET059346,11028,2026-09-03T00:00:00
CR059268,SET059347,41878,2026-08-22T06:00:00
CR059269,SET059348,17996,2026-08-16T03:00:00
CR059270,SET059349,16205,2026-09-03T04:00:00
CR059271,SET059350,12134,2026-08-18T21:00:00
CR059272,SET059351,13753,2026-08-10T17:00:00
CR059273,SET059352,4191,2026-08-27T20:00:00
CR059274,SET059353,24927,2026-08-11T23:00:00
CR059275,SET059354,38040,2026-08-19T09:00:00
CR059276,SET059355,13654,2026-08-21T05:00:00
CR059277,SET059356,14729,2026-08-21T09:00:00
CR059278,SET059357,1323,2026-09-04T04:00:00
CR059279,SET059358,36511,2026-08-06T15:00:00
CR059280,SET059359,15953,2026-08-18T01:00:00
CR059281,SET059360,6115,2026-08-21T09:00:00
CR059282,SET059361,44095,2026-08-11T02:00:00
CR059283,SET059362,44147,2026-09-02T06:00:00
CR059284,SET059363,25491,2026-08-15T10:00:00
CR059285,SET059364,1427,2026-08-10T21:00:00
CR059286,SET059365,3121,2026-08-20T21:00:00
CR059287,SET059366,17584,2026-08-15T20:00:00
CR059288,SET059367,43772,2026-09-03T03:00:00
CR059289,SET059368,43435,2026-08-08T06:00:00
CR059290,SET059369,33261,2026-08-08T13:00:00
CR059291,SET059370,3650,2026-08-31T20:00:00
CR059292,SET059371,22306,2026-08-18T11:00:00
CR059293,SET059372,20553,2026-09-02T10:00:00
CR059294,SET059373,28039,2026-09-04T10:00:00
CR059295,SET059374,36558,2026-08-22T11:00:00
CR059296,SET059375,29408,2026-08-22T20:00:00
CR059297,SET059376,46348,2026-08-07T15:00:00
CR059298,SET059377,45732,2026-08-27T17:00:00
CR059299,SET059378,37144,2026-08-18T21:00:00
CR059300,SET059379,37131,2026-08-31T11:00:00
CR059301,SET059380,13276,2026-08-13T17:00:00
CR059302,SET059381,40436,2026-08-23T07:00:00
CR059303,SET059382,21997,2026-08-20T16:00:00
CR059304,SET059383,17143,2026-09-02T11:00:00
CR059305,SET059384,14405,2026-08-10T22:00:00
CR059306,SET059385,1749,2026-09-04T06:00:00
CR059307,SET059386,18728,2026-09-03T00:00:00
CR059308,SET059387,16326,2026-08-23T03:00:00
CR059309,SET059388,37409,2026-08-20T03:00:00
CR059310,SET059389,34858,2026-08-07T21:00:00
CR059311,SET059390,26759,2026-09-03T20:00:00
CR059312,SET059391,15633,2026-08-22T13:00:00
CR059313,SET059392,29732,2026-08-30T23:00:00
CR059314,SET059393,38966,2026-08-29T17:00:00
CR059315,SET059394,34554,2026-09-01T16:00:00
CR059316,SET059395,38732,2026-08-25T14:00:00
CR059317,SET059396,14096,2026-08-27T05:00:00
CR059318,SET059397,35409,2026-08-16T08:00:00
CR059319,SET059398,32628,2026-08-17T03:00:00
CR059320,SET059399,3163,2026-08-07T07:00:00
CR059321,SET059400,3705,2026-08-22T14:00:00
CR059322,SET059401,34685,2026-08-09T06:00:00
CR059323,SET059402,24885,2026-08-07T20:00:00
CR059324,SET059403,40462,2026-08-15T20:00:00
CR059325,SET059404,40001,2026-08-24T02:00:00
CR059326,SET059405,9640,2026-08-25T15:00:00
CR059327,SET059406,34691,2026-08-30T22:00:00
CR059328,SET059407,43565,2026-08-13T08:00:00
CR059329,SET059408,37871,2026-08-18T05:00:00
CR059330,SET059409,15768,2026-08-22T00:00:00
CR059331,SET059410,36837,2026-08-18T18:00:00
CR059332,SET059411,45101,2026-08-17T02:00:00
CR059333,SET059412,5479,2026-08-25T18:00:00
CR059334,SET059413,9078,2026-08-28T00:00:00
CR059335,SET059414,11340,2026-08-07T19:00:00
CR059336,SET059415,22092,2026-08-11T00:00:00
CR059337,SET059416,17796,2026-08-10T17:00:00
CR059338,SET059417,31836,2026-08-29T23:00:00
CR059339,SET059418,34959,2026-08-14T23:00:00
CR059340,SET059419,4749,2026-09-04T02:00:00
CR059341,SET059420,44900,2026-08-17T02:00:00
CR059342,SET059421,37071,2026-08-17T17:00:00
CR059343,SET059422,17653,2026-08-20T19:00:00
CR059344,SET059423,25778,2026-08-16T05:00:00
CR059345,SET059424,16992,2026-08-10T14:00:00
CR059346,SET059425,27384,2026-08-23T23:00:00
CR059347,SET059426,8314,2026-08-10T04:00:00
CR059348,SET059427,18781,2026-08-24T04:00:00
CR059349,SET059428,32551,2026-08-13T16:00:00
CR059350,SET059429,9063,2026-08-13T14:00:00
CR059351,SET059430,46108,2026-08-08T19:00:00
CR059352,SET059431,18728,2026-09-03T06:00:00
CR059353,SET059432,9298,2026-08-23T05:00:00
CR059354,SET059433,13348,2026-08-08T03:00:00
CR059355,SET059434,6217,2026-08-10T09:00:00
CR059356,SET059435,42607,2026-08-12T11:00:00
CR059357,SET059436,23912,2026-08-31T04:00:00
CR059358,SET059437,13244,2026-08-24T17:00:00
CR059359,SET059438,30299,2026-09-04T00:00:00
CR059360,SET059439,11998,2026-08-16T00:00:00
CR059361,SET059440,20843,2026-08-12T03:00:00
CR059362,SET059441,23923,2026-08-10T05:00:00
CR059363,SET059442,40869,2026-08-16T02:00:00
CR059364,SET059443,37679,2026-08-26T14:00:00
CR059365,SET059444,25052,2026-09-02T08:00:00
CR059366,SET059445,11339,2026-08-19T10:00:00
CR059367,SET059446,29244,2026-08-14T08:00:00
CR059368,SET059447,1542,2026-08-31T09:00:00
CR059369,SET059448,13553,2026-08-08T16:00:00
CR059370,SET059449,12589,2026-08-28T01:00:00
CR059371,SET059450,32429,2026-08-18T22:00:00
CR059372,SET059451,28809,2026-08-27T17:00:00
CR059373,SET059452,44263,2026-08-16T08:00:00
CR059374,SET059453,18317,2026-08-20T14:00:00
CR059375,SET059454,31752,2026-09-01T19:00:00
CR059376,SET059455,24767,2026-08-18T12:00:00
CR059377,SET059456,7520,2026-08-26T04:00:00
CR059378,SET059457,5562,2026-08-12T13:00:00
CR059379,SET059458,13575,2026-08-08T10:00:00
CR059380,SET059459,5342,2026-08-12T02:00:00
CR059381,SET059460,9134,2026-08-18T23:00:00
CR059382,SET059461,43981,2026-08-08T22:00:00
CR059383,SET059462,33940,2026-08-17T21:00:00
CR059384,SET059463,2751,2026-08-31T05:00:00
CR059385,SET059464,17071,2026-08-18T20:00:00
CR059386,SET059465,7983,2026-08-10T09:00:00
CR059387,SET059466,19951,2026-09-01T05:00:00
CR059388,SET059467,14469,2026-08-11T10:00:00
CR059389,SET059468,29057,2026-08-25T01:00:00
CR059390,SET059469,27880,2026-08-31T06:00:00
CR059391,SET059470,11965,2026-09-02T05:00:00
CR059392,SET059471,30002,2026-08-08T02:00:00
CR059393,SET059472,32673,2026-08-12T02:00:00
CR059394,SET059473,41968,2026-09-02T08:00:00
CR059395,SET059474,10110,2026-08-16T00:00:00
CR059396,SET059475,29537,2026-08-11T12:00:00
CR059397,SET059476,33084,2026-08-15T03:00:00
CR059398,SET059477,45492,2026-08-31T05:00:00
CR059399,SET059478,25673,2026-08-31T20:00:00
CR059400,SET059479,28522,2026-09-01T21:00:00
CR059401,SET059480,1970,2026-09-03T20:00:00
CR059402,SET059481,14542,2026-08-11T19:00:00
CR059403,SET059482,37735,2026-08-22T00:00:00
CR059404,SET059483,37621,2026-08-29T00:00:00
CR059405,SET059484,1881,2026-08-14T21:00:00
CR059406,SET059485,4286,2026-08-19T16:00:00
CR059407,SET059486,1393,2026-09-04T11:00:00
CR059408,SET059487,27506,2026-08-10T00:00:00
CR059409,SET059488,10618,2026-08-14T22:00:00
CR059410,SET059489,30087,2026-09-03T08:00:00
CR059411,SET059490,46763,2026-08-07T09:00:00
CR059412,SET059491,32612,2026-08-27T23:00:00
CR059413,SET059492,4441,2026-08-17T12:00:00
CR059414,SET059493,12568,2026-08-29T08:00:00
CR059415,SET059494,32131,2026-08-17T18:00:00
CR059416,SET059495,9327,2026-09-04T05:00:00
CR059417,SET059496,21219,2026-08-08T04:00:00
CR059418,SET059497,8668,2026-08-19T06:00:00
CR059419,SET059498,31263,2026-08-13T11:00:00
CR059420,SET059499,33225,2026-08-08T12:00:00
CR059421,SET059500,24674,2026-08-28T04:00:00
CR059422,SET059501,5486,2026-09-02T03:00:00
CR059423,SET059502,12876,2026-08-19T00:00:00
