fee_id,payment_id,fee_amt,tax_amt
FEE054159,PAY054236,645,161
FEE054160,PAY054237,708,177
FEE054161,PAY054238,113,28
FEE054162,PAY054239,293,73
FEE054163,PAY054240,150,38
FEE054164,PAY054241,310,78
FEE054165,PAY054242,882,220
FEE054166,PAY054243,159,40
FEE054167,PAY054244,678,169
FEE054168,PAY054245,484,121
FEE054169,PAY054246,754,189
FEE054170,PAY054247,563,141
FEE054171,PAY054248,891,223
FEE054172,PAY054249,661,165
FEE054173,PAY054250,441,110
FEE054174,PAY054251,644,161
FEE054175,PAY054252,520,130
FEE054176,PAY054253,564,141
FEE054177,PAY054254,400,100
FEE054178,PAY054255,689,172
FEE054179,PAY054256,173,43
FEE054180,PAY054257,923,231
FEE054181,PAY054258,737,184
FEE054182,PAY054259,452,113
FEE054183,PAY054260,928,232
FEE054184,PAY054261,804,201
FEE054185,PAY054262,726,181
FEE054186,PAY054263,796,199
FEE054187,PAY054264,592,148
FEE054188,PAY054265,264,66
FEE054189,PAY054266,191,48
FEE054190,PAY054267,692,173
FEE054191,PAY054268,335,84
FEE054192,PAY054269,898,225
FEE054193,PAY054270,644,161
FEE054194,PAY054271,202,50
FEE054195,PAY054272,640,160
FEE054196,PAY054273,765,191
FEE054197,PAY054274,957,239
FEE054198,PAY054275,249,62
FEE054199,PAY054276,683,171
FEE054200,PAY054277,105,26
FEE054201,PAY054278,627,157
FEE054202,PAY054279,477,119
FEE054203,PAY054280,393,98
FEE054204,PAY054281,95,24
FEE054205,PAY054282,488,122
FEE054206,PAY054283,407,102
FEE054207,PAY054284,430,108
FEE054208,PAY054285,403,101
FEE054209,PAY054286,800,200
FEE054210,PAY054287,46,12
FEE054211,PAY054288,853,213
FEE054212,PAY054289,67,17
FEE054213,PAY054290,382,96
FEE054214,PAY054291,729,182
FEE054215,PAY054292,706,176
FEE054216,PAY054293,238,59
FEE054217,PAY054294,685,171
FEE054218,PAY054295,959,240
FEE054219,PAY054296,623,156
FEE054220,PAY054297,219,55
FEE054221,PAY054298,516,129
FEE054222,PAY054299,66,16
FEE054223,PAY054300,925,231
FEE054224,PAY054301,722,181
FEE054225,PAY054302,760,190
FEE054226,PAY054303,879,220
FEE054227,PAY054304,232,58
FEE054228,PAY054305,595,149
FEE054229,PAY054306,163,41
FEE054230,PAY054307,531,133
FEE054231,PAY054308,144,36
FEE054232,PAY054309,873,218
FEE054233,PAY054310,833,208
FEE054234,PAY054311,230,57
FEE054235,PAY054312,580,145
FEE054236,PAY054313,350,88
FEE054237,PAY054314,899,225
FEE054238,PAY054315,421,105
FEE054239,PAY054316,923,231
FEE054240,PAY054317,277,69
FEE054241,PAY054318,391,98
FEE054242,PAY054319,461,115
FEE054243,PAY054320,928,232
FEE054244,PAY054321,513,128
FEE054245,PAY054322,352,88
FEE054246,PAY054323,589,147
FEE054247,PAY054324,422,106
FEE054248,PAY054325,328,82
FEE054249,PAY054326,448,112
FEE054250,PAY054327,608,152
FEE054251,PAY054328,821,205
FEE054252,PAY054329,336,84
FEE054253,PAY054330,543,136
FEE054254,PAY054331,528,132
FEE054255,PAY054332,195,49
FEE054256,PAY054333,133,33
FEE054257,PAY054334,703,176
FEE054258,PAY054335,186,47
FEE054259,PAY054336,843,211
FEE054260,PAY054337,721,180
FEE054261,PAY054338,730,183
FEE054262,PAY054339,586,146
FEE054263,PAY054340,225,56
FEE054264,PAY054341,623,156
FEE054265,PAY054342,91,23
FEE054266,PAY054343,141,35
FEE054267,PAY054344,421,105
FEE054268,PAY054345,528,132
FEE054269,PAY054346,955,239
FEE054270,PAY054347,174,44
FEE054271,PAY054348,834,208
FEE054272,PAY054349,453,113
FEE054273,PAY054350,468,117
FEE054274,PAY054351,421,105
FEE054275,PAY054352,153,38
FEE054276,PAY054353,923,231
FEE054277,PAY054354,842,211
FEE054278,PAY054355,236,59
FEE054279,PAY054356,104,26
FEE054280,PAY054357,945,236
FEE054281,PAY054358,78,20
FEE054282,PAY054359,177,44
FEE054283,PAY054360,720,180
FEE054284,PAY054361,271,68
FEE054285,PAY054362,394,98
FEE054286,PAY054363,699,175
FEE054287,PAY054364,470,118
FEE054288,PAY054365,245,61
FEE054289,PAY054366,92,23
FEE054290,PAY054367,139,35
FEE054291,PAY054368,959,240
FEE054292,PAY054369,166,41
FEE054293,PAY054370,444,111
FEE054294,PAY054371,145,36
FEE054295,PAY054372,235,59
FEE054296,PAY054373,540,135
FEE054297,PAY054374,215,54
FEE054298,PAY054375,844,211
FEE054299,PAY054376,555,139
FEE054300,PAY054377,688,172
FEE054301,PAY054378,611,153
FEE054302,PAY054379,727,182
FEE054303,PAY054380,615,154
FEE054304,PAY054381,249,62
FEE054305,PAY054382,501,125
FEE054306,PAY054383,108,27
FEE054307,PAY054384,71,18
FEE054308,PAY054385,360,90
FEE054309,PAY054386,602,150
FEE054310,PAY054387,201,50
FEE054311,PAY054388,459,115
FEE054312,PAY054389,195,49
FEE054313,PAY054390,794,199
FEE054314,PAY054391,637,159
FEE054315,PAY054392,475,119
FEE054316,PAY054393,424,106
FEE054317,PAY054394,68,17
FEE054318,PAY054395,230,58
FEE054319,PAY054396,954,239
FEE054320,PAY054397,399,100
FEE054321,PAY054398,819,205
FEE054322,PAY054399,114,29
FEE054323,PAY054400,815,204
FEE054324,PAY054401,468,117
FEE054325,PAY054402,40,10
FEE054326,PAY054403,327,82
FEE054327,PAY054404,145,36
FEE054328,PAY054405,866,216
FEE054329,PAY054406,265,66
FEE054330,PAY054407,169,42
FEE054331,PAY054408,937,234
FEE054332,PAY054409,674,168
FEE054333,PAY054410,853,213
FEE054334,PAY054411,645,161
FEE054335,PAY054412,568,142
FEE054336,PAY054413,818,204
FEE054337,PAY054414,830,208
FEE054338,PAY054415,779,195
FEE054339,PAY054416,365,91
FEE054340,PAY054417,212,53
FEE054341,PAY054418,383,96
FEE054342,PAY054419,470,118
FEE054343,PAY054420,345,86
FEE054344,PAY054421,673,168
FEE054345,PAY054422,733,183
FEE054346,PAY054423,77,19
FEE054347,PAY054424,82,20
FEE054348,PAY054425,713,178
FEE054349,PAY054426,323,81
FEE054350,PAY054427,608,152
FEE054351,PAY054428,675,169
FEE054352,PAY054429,112,28
FEE054353,PAY054430,800,200
FEE054354,PAY054431,811,203
FEE054355,PAY054432,325,81
FEE054356,PAY054433,526,132
FEE054357,PAY054434,523,131
FEE054358,PAY054435,696,174
FEE054359,PAY054436,720,180
FEE054360,PAY054437,301,75
FEE054361,PAY054438,736,184
FEE054362,PAY054439,943,236
FEE054363,PAY054440,269,67
FEE054364,PAY054441,639,160
FEE054365,PAY054442,750,187
FEE054366,PAY054443,77,19
FEE054367,PAY054444,621,155
FEE054368,PAY054445,510,127
FEE054369,PAY054446,455,114
FEE054370,PAY054447,582,145
FEE054371,PAY054448,385,96
FEE054372,PAY054449,316,79
FEE054373,PAY054450,560,140
FEE054374,PAY054451,640,160
FEE054375,PAY054452,396,99
FEE054376,PAY054453,43,11
FEE054377,PAY054454,890,222
FEE054378,PAY054455,376,94
FEE054379,PAY054456,480,120
FEE054380,PAY054457,480,120
FEE054381,PAY054458,753,188
FEE054382,PAY054459,67,17
FEE054383,PAY054460,164,41
FEE054384,PAY054461,159,40
FEE054385,PAY054462,472,118
FEE054386,PAY054463,348,87
FEE054387,PAY054464,774,194
FEE054388,PAY054465,228,57
FEE054389,PAY054466,501,125
FEE054390,PAY054467,272,68
FEE054391,PAY054468,732,183
FEE054392,PAY054469,475,119
FEE054393,PAY054470,249,62
FEE054394,PAY054471,239,60
FEE054395,PAY054472,484,121
FEE054396,PAY054473,679,170
FEE054397,PAY054474,484,121
FEE054398,PAY054475,34,9
FEE054399,PAY054476,828,207
FEE054400,PAY054477,895,224
FEE054401,PAY054478,692,173
FEE054402,PAY054479,306,77
FEE054403,PAY054480,472,118
FEE054404,PAY054481,72,18
FEE054405,PAY054482,398,99
FEE054406,PAY054483,496,124
FEE054407,PAY054484,324,81
FEE054408,PAY054485,60,15
FEE054409,PAY054486,536,134
FEE054410,PAY054487,571,143
FEE054411,PAY054488,412,103
FEE054412,PAY054489,875,219
FEE054413,PAY054490,826,206
FEE054414,PAY054491,825,206
FEE054415,PAY054492,721,180
FEE054416,PAY054493,479,120
FEE054417,PAY054494,746,187
FEE054418,PAY054495,730,183
FEE054419,PAY054496,715,179
FEE054420,PAY054497,861,215
FEE054421,PAY054498,390,98
FEE054422,PAY054499,958,240
FEE054423,PAY054500,195,49
FEE054424,PAY054501,159,40
FEE054425,PAY054502,748,187
FEE054426,PAY054503,545,136
FEE054427,PAY054504,581,145
FEE054428,PAY054505,918,230
FEE054429,PAY054506,660,165
FEE054430,PAY054507,378,94
FEE054431,PAY054508,522,131
FEE054432,PAY054509,578,145
FEE054433,PAY054510,254,64
FEE054434,PAY054511,770,192
FEE054435,PAY054512,683,171
FEE054436,PAY054513,283,71
FEE054437,PAY054514,628,157
FEE054438,PAY054515,226,56
FEE054439,PAY054516,184,46
FEE054440,PAY054517,359,90
FEE054441,PAY054518,600,150
FEE054442,PAY054519,380,95
FEE054443,PAY054520,431,108
FEE054444,PAY054521,557,139
FEE054445,PAY054522,615,154
FEE054446,PAY054523,438,109
FEE054447,PAY054524,920,230
FEE054448,PAY054525,661,165
FEE054449,PAY054526,403,101
FEE054450,PAY054527,51,13
FEE054451,PAY054528,729,182
FEE054452,PAY054529,55,14
FEE054453,PAY054530,582,145
FEE054454,PAY054531,499,125
FEE054455,PAY054532,698,175
FEE054456,PAY054533,938,234
FEE054457,PAY054534,677,169
FEE054458,PAY054535,653,163
FEE054459,PAY054536,568,142
FEE054460,PAY054537,936,234
FEE054461,PAY054538,575,144
FEE054462,PAY054539,595,149
FEE054463,PAY054540,890,222
FEE054464,PAY054541,509,127
FEE054465,PAY054542,729,182
FEE054466,PAY054543,419,105
FEE054467,PAY054544,283,71
FEE054468,PAY054545,843,211
FEE054469,PAY054546,823,206
FEE054470,PAY054547,79,20
FEE054471,PAY054548,87,22
FEE054472,PAY054549,128,32
FEE054473,PAY054550,879,220
FEE054474,PAY054551,794,199
FEE054475,PAY054552,573,143
FEE054476,PAY054553,154,38
FEE054477,PAY054554,171,43
FEE054478,PAY054555,593,148
FEE054479,PAY054556,563,141
FEE054480,PAY054557,661,165
FEE054481,PAY054558,441,110
FEE054482,PAY054559,820,205
FEE054483,PAY054560,128,32
FEE054484,PAY054561,377,94
FEE054485,PAY054562,136,34
FEE054486,PAY054563,299,75
FEE054487,PAY054564,218,55
FEE054488,PAY054565,252,63
FEE054489,PAY054566,742,186
FEE054490,PAY054567,469,117
FEE054491,PAY054568,264,66
FEE054492,PAY054569,458,115
FEE054493,PAY054570,42,11
FEE054494,PAY054571,278,69
FEE054495,PAY054572,652,163
FEE054496,PAY054573,840,210
FEE054497,PAY054574,745,186
FEE054498,PAY054575,429,107
FEE054499,PAY054576,693,173
FEE054500,PAY054577,808,202
FEE054501,PAY054578,391,98
FEE054502,PAY054579,584,146
FEE054503,PAY054580,731,183
FEE054504,PAY054581,253,63
FEE054505,PAY054582,330,82
FEE054506,PAY054583,222,55
FEE054507,PAY054584,790,198
FEE054508,PAY054585,229,57
FEE054509,PAY054586,727,182
FEE054510,PAY054587,805,201
FEE054511,PAY054588,356,89
FEE054512,PAY054589,686,172
FEE054513,PAY054590,660,165
FEE054514,PAY054591,449,112
FEE054515,PAY054592,679,170
FEE054516,PAY054593,941,235
FEE054517,PAY054594,655,164
FEE054518,PAY054595,442,110
FEE054519,PAY054596,344,86
FEE054520,PAY054597,438,110
FEE054521,PAY054598,676,169
FEE054522,PAY054599,640,160
FEE054523,PAY054600,545,136
FEE054524,PAY054601,330,82
FEE054525,PAY054602,358,89
FEE054526,PAY054603,381,95
FEE054527,PAY054604,715,179
FEE054528,PAY054605,417,104
FEE054529,PAY054606,881,220
FEE054530,PAY054607,480,120
FEE054531,PAY054608,418,105
FEE054532,PAY054609,682,171
FEE054533,PAY054610,269,67
FEE054534,PAY054611,177,44
FEE054535,PAY054612,735,184
FEE054536,PAY054613,692,173
FEE054537,PAY054614,500,125
FEE054538,PAY054615,880,220
FEE054539,PAY054616,318,79
FEE054540,PAY054617,326,81
FEE054541,PAY054618,637,159
FEE054542,PAY054619,513,128
FEE054543,PAY054620,191,48
FEE054544,PAY054621,116,29
FEE054545,PAY054622,768,192
FEE054546,PAY054623,189,47
FEE054547,PAY054624,394,99
FEE054548,PAY054625,717,179
FEE054549,PAY054626,335,84
FEE054550,PAY054627,683,171
FEE054551,PAY054628,54,14
FEE054552,PAY054629,482,120
FEE054553,PAY054630,568,142
FEE054554,PAY054631,927,232
FEE054555,PAY054632,695,174
FEE054556,PAY054633,560,140
FEE054557,PAY054634,437,109
FEE054558,PAY054635,369,92
FEE054559,PAY054636,21,5
FEE054560,PAY054637,203,51
FEE054561,PAY054638,480,120
FEE054562,PAY054639,574,144
FEE054563,PAY054640,38,9
FEE054564,PAY054641,799,200
FEE054565,PAY054642,404,101
FEE054566,PAY054643,781,195
FEE054567,PAY054644,848,212
FEE054568,PAY054645,375,94
FEE054569,PAY054646,732,183
FEE054570,PAY054647,956,239
FEE054571,PAY054648,390,98
FEE054572,PAY054649,856,214
FEE054573,PAY054650,681,170
FEE054574,PAY054651,503,126
FEE054575,PAY054652,870,217
FEE054576,PAY054653,594,148
FEE054577,PAY054654,878,220
FEE054578,PAY054655,223,56
FEE054579,PAY054656,112,28
FEE054580,PAY054657,154,39
FEE054581,PAY054658,956,239
FEE054582,PAY054659,895,224
FEE054583,PAY054660,602,150
FEE054584,PAY054661,660,165
FEE054585,PAY054662,599,150
FEE054586,PAY054663,462,115
FEE054587,PAY054664,307,77
FEE054588,PAY054665,722,180
FEE054589,PAY054666,799,200
FEE054590,PAY054667,101,25
FEE054591,PAY054668,955,239
FEE054592,PAY054669,959,240
FEE054593,PAY054670,393,98
FEE054594,PAY054671,866,217
FEE054595,PAY054672,28,7
FEE054596,PAY054673,555,139
FEE054597,PAY054674,833,208
FEE054598,PAY054675,136,34
FEE054599,PAY054676,71,18
FEE054600,PAY054677,941,235
FEE054601,PAY054678,780,195
FEE054602,PAY054679,863,216
FEE054603,PAY054680,492,123
FEE054604,PAY054681,44,11
FEE054605,PAY054682,863,216
FEE054606,PAY054683,690,172
FEE054607,PAY054684,426,106
FEE054608,PAY054685,837,209
FEE054609,PAY054686,655,164
FEE054610,PAY054687,23,6
FEE054611,PAY054688,61,15
FEE054612,PAY054689,132,33
FEE054613,PAY054690,370,93
FEE054614,PAY054691,807,202
FEE054615,PAY054692,635,159
FEE054616,PAY054693,930,233
FEE054617,PAY054694,212,53
FEE054618,PAY054695,868,217
FEE054619,PAY054696,723,181
FEE054620,PAY054697,367,92
FEE054621,PAY054698,312,78
FEE054622,PAY054699,902,226
FEE054623,PAY054700,798,200
FEE054624,PAY054701,521,130
FEE054625,PAY054702,915,229
FEE054626,PAY054703,365,91
FEE054627,PAY054704,828,207
FEE054628,PAY054705,124,31
FEE054629,PAY054706,423,106
FEE054630,PAY054707,764,191
FEE054631,PAY054708,100,25
FEE054632,PAY054709,838,209
FEE054633,PAY054710,649,162
FEE054634,PAY054711,741,185
FEE054635,PAY054712,210,53
FEE054636,PAY054713,256,64
FEE054637,PAY054714,883,221
FEE054638,PAY054715,759,190
FEE054639,PAY054716,75,19
FEE054640,PAY054717,505,126
FEE054641,PAY054718,258,64
FEE054642,PAY054719,370,93
FEE054643,PAY054720,80,20
FEE054644,PAY054721,202,51
FEE054645,PAY054722,456,114
FEE054646,PAY054723,64,16
FEE054647,PAY054724,178,45
FEE054648,PAY054725,146,36
FEE054649,PAY054726,135,34
FEE054650,PAY054727,65,16
FEE054651,PAY054728,792,198
FEE054652,PAY054729,408,102
FEE054653,PAY054730,411,103
FEE054654,PAY054731,473,118
FEE054655,PAY054732,769,192
FEE054656,PAY054733,464,116
FEE054657,PAY054734,745,186
FEE054658,PAY054735,691,173
FEE054659,PAY054736,235,59
FEE054660,PAY054737,737,184
FEE054661,PAY054738,455,114
FEE054662,PAY054739,419,105
FEE054663,PAY054740,210,52
FEE054664,PAY054741,949,237
FEE054665,PAY054742,558,140
FEE054666,PAY054743,605,151
FEE054667,PAY054744,387,97
FEE054668,PAY054745,559,140
FEE054669,PAY054746,891,223
FEE054670,PAY054747,619,155
FEE054671,PAY054748,524,131
FEE054672,PAY054749,136,34
FEE054673,PAY054750,276,69
FEE054674,PAY054751,698,174
FEE054675,PAY054752,622,155
FEE054676,PAY054753,886,222
FEE054677,PAY054754,642,160
FEE054678,PAY054755,72,18
FEE054679,PAY054756,70,18
FEE054680,PAY054757,477,119
FEE054681,PAY054758,109,27
FEE054682,PAY054759,335,84
FEE054683,PAY054760,216,54
FEE054684,PAY054761,96,24
FEE054685,PAY054762,83,21
FEE054686,PAY054763,559,140
FEE054687,PAY054764,208,52
FEE054688,PAY054765,282,70
FEE054689,PAY054766,532,133
FEE054690,PAY054767,305,76
FEE054691,PAY054768,138,34
FEE054692,PAY054769,674,169
FEE054693,PAY054770,856,214
FEE054694,PAY054771,658,164
FEE054695,PAY054772,306,76
FEE054696,PAY054773,735,184
FEE054697,PAY054774,618,155
FEE054698,PAY054775,118,30
FEE054699,PAY054776,288,72
FEE054700,PAY054777,239,60
FEE054701,PAY054778,29,7
FEE054702,PAY054779,230,57
FEE054703,PAY054780,679,170
FEE054704,PAY054781,615,154
FEE054705,PAY054782,28,7
FEE054706,PAY054783,234,59
FEE054707,PAY054784,393,98
FEE054708,PAY054785,436,109
FEE054709,PAY054786,117,29
FEE054710,PAY054787,713,178
FEE054711,PAY054788,666,167
FEE054712,PAY054789,438,109
FEE054713,PAY054790,821,205
FEE054714,PAY054791,223,56
FEE054715,PAY054792,370,93
FEE054716,PAY054793,642,161
FEE054717,PAY054794,883,221
FEE054718,PAY054795,928,232
FEE054719,PAY054796,819,205
FEE054720,PAY054797,606,151
FEE054721,PAY054798,743,186
FEE054722,PAY054799,631,158
FEE054723,PAY054800,635,159
FEE054724,PAY054801,357,89
FEE054725,PAY054802,865,216
FEE054726,PAY054803,799,200
FEE054727,PAY054804,298,74
FEE054728,PAY054805,39,10
FEE054729,PAY054806,841,210
FEE054730,PAY054807,298,75
FEE054731,PAY054808,819,205
FEE054732,PAY054809,425,106
FEE054733,PAY054810,721,180
FEE054734,PAY054811,947,237
FEE054735,PAY054812,610,152
FEE054736,PAY054813,219,55
FEE054737,PAY054814,327,82
FEE054738,PAY054815,350,87
FEE054739,PAY054816,258,64
FEE054740,PAY054817,54,13
FEE054741,PAY054818,164,41
FEE054742,PAY054819,304,76
FEE054743,PAY054820,788,197
FEE054744,PAY054821,367,92
FEE054745,PAY054822,246,61
FEE054746,PAY054823,614,154
FEE054747,PAY054824,641,160
FEE054748,PAY054825,176,44
FEE054749,PAY054826,376,94
FEE054750,PAY054827,221,55
FEE054751,PAY054828,48,12
FEE054752,PAY054829,723,181
FEE054753,PAY054830,682,171
FEE054754,PAY054831,729,182
FEE054755,PAY054832,389,97
FEE054756,PAY054833,91,23
FEE054757,PAY054834,346,87
FEE054758,PAY054835,822,206
FEE054759,PAY054836,72,18
FEE054760,PAY054837,915,229
FEE054761,PAY054838,110,27
FEE054762,PAY054839,579,145
FEE054763,PAY054840,769,192
FEE054764,PAY054841,495,124
FEE054765,PAY054842,485,121
FEE054766,PAY054843,734,183
FEE054767,PAY054844,900,225
FEE054768,PAY054845,712,178
FEE054769,PAY054846,507,127
FEE054770,PAY054847,697,174
FEE054771,PAY054848,847,212
FEE054772,PAY054849,492,123
FEE054773,PAY054850,686,171
FEE054774,PAY054851,22,6
FEE054775,PAY054852,661,165
FEE054776,PAY054853,332,83
FEE054777,PAY054854,191,48
FEE054778,PAY054855,650,163
FEE054779,PAY054856,678,169
FEE054780,PAY054857,196,49
FEE054781,PAY054858,955,239
FEE054782,PAY054859,409,102
FEE054783,PAY054860,25,6
FEE054784,PAY054861,723,181
FEE054785,PAY054862,552,138
FEE054786,PAY054863,423,106
FEE054787,PAY054864,442,111
FEE054788,PAY054865,813,203
FEE054789,PAY054866,460,115
FEE054790,PAY054867,875,219
FEE054791,PAY054868,596,149
FEE054792,PAY054869,661,165
FEE054793,PAY054870,299,75
FEE054794,PAY054871,849,212
FEE054795,PAY054872,490,122
FEE054796,PAY054873,754,189
FEE054797,PAY054874,837,209
FEE054798,PAY054875,647,162
FEE054799,PAY054876,513,128
FEE054800,PAY054877,247,62
FEE054801,PAY054878,817,204
FEE054802,PAY054879,203,51
FEE054803,PAY054880,861,215
FEE054804,PAY054881,862,216
FEE054805,PAY054882,234,59
FEE054806,PAY054883,340,85
FEE054807,PAY054884,74,19
FEE054808,PAY054885,365,91
FEE054809,PAY054886,343,86
FEE054810,PAY054887,681,170
FEE054811,PAY054888,791,198
FEE054812,PAY054889,862,215
FEE054813,PAY054890,808,202
FEE054814,PAY054891,295,74
FEE054815,PAY054892,554,139
FEE054816,PAY054893,350,87
FEE054817,PAY054894,171,43
FEE054818,PAY054895,171,43
FEE054819,PAY054896,21,5
FEE054820,PAY054897,118,30
FEE054821,PAY054898,346,87
FEE054822,PAY054899,387,97
FEE054823,PAY054900,877,219
FEE054824,PAY054901,336,84
FEE054825,PAY054902,660,165
FEE054826,PAY054903,630,157
FEE054827,PAY054904,163,41
FEE054828,PAY054905,543,136
FEE054829,PAY054906,579,145
FEE054830,PAY054907,589,147
FEE054831,PAY054908,516,129
FEE054832,PAY054909,916,229
FEE054833,PAY054910,252,63
FEE054834,PAY054911,861,215
FEE054835,PAY054912,875,219
FEE054836,PAY054913,222,56
FEE054837,PAY054914,304,76
FEE054838,PAY054915,485,121
FEE054839,PAY054916,400,100
FEE054840,PAY054917,238,59
FEE054841,PAY054918,356,89
FEE054842,PAY054919,101,25
FEE054843,PAY054920,939,235
FEE054844,PAY054921,467,117
FEE054845,PAY054922,311,78
FEE054846,PAY054923,475,119
FEE054847,PAY054924,330,82
FEE054848,PAY054925,110,27
FEE054849,PAY054926,199,50
FEE054850,PAY054927,584,146
FEE054851,PAY054928,370,92
FEE054852,PAY054929,560,140
FEE054853,PAY054930,671,168
FEE054854,PAY054931,79,20
FEE054855,PAY054932,59,15
FEE054856,PAY054933,664,166
FEE054857,PAY054934,242,61
FEE054858,PAY054935,725,181
FEE054859,PAY054936,242,60
FEE054860,PAY054937,451,113
FEE054861,PAY054938,88,22
FEE054862,PAY054939,120,30
FEE054863,PAY054940,181,45
FEE054864,PAY054941,739,185
FEE054865,PAY054942,650,163
FEE054866,PAY054943,195,49
FEE054867,PAY054944,958,239
FEE054868,PAY054945,918,229
FEE054869,PAY054946,35,9
FEE054870,PAY054947,857,214
FEE054871,PAY054948,478,120
FEE054872,PAY054949,183,46
FEE054873,PAY054950,710,177
FEE054874,PAY054951,569,142
FEE054875,PAY054952,736,184
FEE054876,PAY054953,888,222
FEE054877,PAY054954,217,54
FEE054878,PAY054955,94,23
FEE054879,PAY054956,336,84
FEE054880,PAY054957,253,63
FEE054881,PAY054958,359,90
FEE054882,PAY054959,335,84
FEE054883,PAY054960,750,188
FEE054884,PAY054961,593,148
FEE054885,PAY054962,456,114
FEE054886,PAY054963,933,233
FEE054887,PAY054964,572,143
FEE054888,PAY054965,297,74
FEE054889,PAY054966,403,101
FEE054890,PAY054967,331,83
FEE054891,PAY054968,412,103
FEE054892,PAY054969,716,179
FEE054893,PAY054970,674,168
FEE054894,PAY054971,433,108
FEE054895,PAY054972,412,103
FEE054896,PAY054973,848,212
FEE054897,PAY054974,575,144
FEE054898,PAY054975,147,37
FEE054899,PAY054976,575,144
FEE054900,PAY054977,927,232
FEE054901,PAY054978,622,155
FEE054902,PAY054979,475,119
FEE054903,PAY054980,717,179
FEE054904,PAY054981,396,99
FEE054905,PAY054982,756,189
FEE054906,PAY054983,541,135
FEE054907,PAY054984,48,12
FEE054908,PAY054985,244,61
FEE054909,PAY054986,249,62
FEE054910,PAY054987,335,84
FEE054911,PAY054988,566,142
FEE054912,PAY054989,354,89
FEE054913,PAY054990,325,81
FEE054914,PAY054991,342,86
FEE054915,PAY054992,423,106
FEE054916,PAY054993,260,65
FEE054917,PAY054994,836,209
FEE054918,PAY054995,524,131
FEE054919,PAY054996,45,11
FEE054920,PAY054997,956,239
FEE054921,PAY054998,74,19
FEE054922,PAY054999,282,70
FEE054923,PAY055000,656,164
FEE054924,PAY055001,840,210
FEE054925,PAY055002,357,89
FEE054926,PAY055003,256,64
FEE054927,PAY055004,707,177
FEE054928,PAY055005,138,34
FEE054929,PAY055006,115,29
FEE054930,PAY055007,290,73
FEE054931,PAY055008,475,119
FEE054932,PAY055009,532,133
FEE054933,PAY055010,103,26
FEE054934,PAY055011,844,211
FEE054935,PAY055012,90,22
FEE054936,PAY055013,65,16
FEE054937,PAY055014,570,143
FEE054938,PAY055015,525,131
FEE054939,PAY055016,652,163
FEE054940,PAY055017,681,170
FEE054941,PAY055018,212,53
FEE054942,PAY055019,679,170
FEE054943,PAY055020,483,121
FEE054944,PAY055021,447,112
FEE054945,PAY055022,901,225
FEE054946,PAY055023,108,27
FEE054947,PAY055024,707,177
FEE054948,PAY055025,437,109
FEE054949,PAY055026,367,92
FEE054950,PAY055027,844,211
FEE054951,PAY055028,337,84
FEE054952,PAY055029,279,70
FEE054953,PAY055030,776,194
FEE054954,PAY055031,832,208
FEE054955,PAY055032,737,184
FEE054956,PAY055033,310,78
FEE054957,PAY055034,114,29
FEE054958,PAY055035,657,164
FEE054959,PAY055036,626,157
FEE054960,PAY055037,119,30
FEE054961,PAY055038,417,104
FEE054962,PAY055039,48,12
FEE054963,PAY055040,935,234
FEE054964,PAY055041,565,141
FEE054965,PAY055042,407,102
FEE054966,PAY055043,333,83
FEE054967,PAY055044,463,116
FEE054968,PAY055045,28,7
FEE054969,PAY055046,405,101
FEE054970,PAY055047,270,67
FEE054971,PAY055048,810,203
FEE054972,PAY055049,438,109
FEE054973,PAY055050,901,225
FEE054974,PAY055051,292,73
FEE054975,PAY055052,588,147
FEE054976,PAY055053,208,52
FEE054977,PAY055054,262,66
FEE054978,PAY055055,297,74
FEE054979,PAY055056,35,9
FEE054980,PAY055057,416,104
FEE054981,PAY055058,670,167
FEE054982,PAY055059,204,51
FEE054983,PAY055060,735,184
FEE054984,PAY055061,260,65
FEE054985,PAY055062,291,73
FEE054986,PAY055063,475,119
FEE054987,PAY055064,523,131
FEE054988,PAY055065,204,51
FEE054989,PAY055066,763,191
FEE054990,PAY055067,863,216
FEE054991,PAY055068,274,69
FEE054992,PAY055069,190,47
FEE054993,PAY055070,92,23
FEE054994,PAY055071,182,46
FEE054995,PAY055072,234,59
FEE054996,PAY055073,78,20
FEE054997,PAY055074,267,67
FEE054998,PAY055075,163,41
FEE054999,PAY055076,246,62
FEE055000,PAY055077,634,159
FEE055001,PAY055078,446,111
FEE055002,PAY055079,876,219
FEE055003,PAY055080,799,200
FEE055004,PAY055081,475,119
FEE055005,PAY055082,70,17
FEE055006,PAY055083,641,160
FEE055007,PAY055084,506,127
FEE055008,PAY055085,73,18
FEE055009,PAY055086,848,212
FEE055010,PAY055087,178,45
FEE055011,PAY055088,232,58
FEE055012,PAY055089,439,110
FEE055013,PAY055090,953,238
FEE055014,PAY055091,867,217
FEE055015,PAY055092,628,157
FEE055016,PAY055093,902,226
FEE055017,PAY055094,37,9
FEE055018,PAY055095,669,167
FEE055019,PAY055096,88,22
FEE055020,PAY055097,246,61
FEE055021,PAY055098,862,216
FEE055022,PAY055099,898,225
FEE055023,PAY055100,496,124
FEE055024,PAY055101,196,49
FEE055025,PAY055102,121,30
FEE055026,PAY055103,466,116
FEE055027,PAY055104,477,119
FEE055028,PAY055105,610,153
FEE055029,PAY055106,194,48
FEE055030,PAY055107,178,44
FEE055031,PAY055108,433,108
