payment_id,order_id,amount,status,method,ts
PAY048967,O048891,38052,settled,wire,2026-08-12T19:00:00
PAY048968,O048892,12105,settled,ach,2026-09-01T02:00:00
PAY048969,O048893,2625,settled,wallet,2026-08-21T15:00:00
PAY048970,O048894,42488,settled,ach,2026-08-30T15:00:00
PAY048971,O048895,16863,settled,wallet,2026-08-24T15:00:00
PAY048972,O048896,31380,settled,wallet,2026-08-20T22:00:00
PAY048973,O048897,7683,settled,ach,2026-08-28T15:00:00
PAY048974,O048898,22958,settled,wire,2026-08-28T18:00:00
PAY048975,O048899,47479,settled,card,2026-08-11T17:00:00
PAY048976,O048900,10696,settled,card,2026-08-15T02:00:00
PAY048977,O048901,26581,settled,card,2026-08-12T08:00:00
PAY048978,O048902,33096,settled,card,2026-08-31T00:00:00
PAY048979,O048903,43187,settled,wire,2026-08-26T06:00:00
PAY048980,O048904,13782,settled,card,2026-08-28T22:00:00
PAY048981,O048905,29546,settled,wire,2026-08-10T21:00:00
PAY048982,O048906,28432,settled,wallet,2026-08-21T00:00:00
PAY048983,O048907,15832,settled,ach,2026-08-13T11:00:00
PAY048984,O048908,33072,settled,ach,2026-08-24T13:00:00
PAY048985,O048909,12435,settled,wallet,2026-08-19T09:00:00
PAY048986,O048910,40275,settled,ach,2026-08-29T15:00:00
PAY048987,O048911,37944,settled,ach,2026-08-12T17:00:00
PAY048988,O048912,37494,settled,wallet,2026-08-20T01:00:00
PAY048989,O048913,6511,settled,card,2026-08-17T11:00:00
PAY048990,O048914,6296,settled,wire,2026-08-25T13:00:00
PAY048991,O048915,36309,settled,ach,2026-08-07T03:00:00
PAY048992,O048916,39268,settled,wallet,2026-08-07T11:00:00
PAY048993,O048917,24991,settled,wire,2026-08-31T03:00:00
PAY048994,O048918,15024,settled,card,2026-08-30T22:00:00
PAY048995,O048919,12374,settled,wallet,2026-08-24T05:00:00
PAY048996,O048920,24990,settled,card,2026-09-03T08:00:00
PAY048997,O048921,44414,settled,wallet,2026-08-13T06:00:00
PAY048998,O048922,9454,settled,card,2026-08-12T04:00:00
PAY048999,O048923,35086,settled,wire,2026-08-28T19:00:00
PAY049000,O048924,31985,settled,card,2026-08-17T06:00:00
PAY049001,O048925,40014,settled,ach,2026-09-02T03:00:00
PAY049002,O048926,21599,settled,wallet,2026-09-01T15:00:00
PAY049003,O048927,3297,settled,wallet,2026-08-28T13:00:00
PAY049004,O048928,14095,settled,card,2026-08-08T10:00:00
PAY049005,O048929,37053,settled,card,2026-08-24T05:00:00
PAY049006,O048930,22959,settled,wire,2026-08-22T09:00:00
PAY049007,O048931,7850,settled,card,2026-08-31T04:00:00
PAY049008,O048932,1167,settled,ach,2026-08-13T18:00:00
PAY049009,O048933,47361,settled,wallet,2026-08-18T04:00:00
PAY049010,O048934,23805,settled,wallet,2026-08-29T17:00:00
PAY049011,O048935,2756,settled,wire,2026-08-13T08:00:00
PAY049012,O048936,46137,settled,wallet,2026-09-02T16:00:00
PAY049013,O048937,42600,settled,card,2026-08-27T18:00:00
PAY049014,O048938,8243,settled,wire,2026-08-24T01:00:00
PAY049015,O048939,47809,settled,wire,2026-08-13T13:00:00
PAY049016,O048940,16982,settled,wire,2026-08-06T08:00:00
PAY049017,O048941,35256,settled,card,2026-08-20T06:00:00
PAY049018,O048942,31568,settled,ach,2026-09-03T02:00:00
PAY049019,O048943,31927,settled,card,2026-08-17T13:00:00
PAY049020,O048944,43600,settled,wallet,2026-09-02T21:00:00
PAY049021,O048945,35168,settled,wallet,2026-08-07T18:00:00
PAY049022,O048946,24256,settled,card,2026-09-04T00:00:00
PAY049023,O048947,34409,settled,card,2026-08-12T12:00:00
PAY049024,O048948,34508,settled,wallet,2026-09-03T22:00:00
PAY049025,O048949,28828,settled,card,2026-09-01T03:00:00
PAY049026,O048950,46852,settled,wallet,2026-08-21T16:00:00
PAY049027,O048951,37337,settled,ach,2026-08-30T00:00:00
PAY049028,O048952,25496,settled,wallet,2026-08-22T12:00:00
PAY049029,O048953,43161,settled,wire,2026-08-13T10:00:00
PAY049030,O048954,40805,settled,ach,2026-09-03T15:00:00
PAY049031,O048955,38837,settled,card,2026-08-17T13:00:00
PAY049032,O048956,5125,settled,ach,2026-08-15T15:00:00
PAY049033,O048957,25273,settled,ach,2026-08-21T11:00:00
PAY049034,O048958,12764,settled,wallet,2026-08-28T10:00:00
PAY049035,O048959,31407,settled,ach,2026-09-02T11:00:00
PAY049036,O048960,30693,settled,wire,2026-08-27T14:00:00
PAY049037,O048961,18842,settled,ach,2026-08-24T01:00:00
PAY049038,O048962,44233,settled,ach,2026-08-18T12:00:00
PAY049039,O048963,47352,settled,ach,2026-08-27T03:00:00
PAY049040,O048964,22262,settled,ach,2026-09-01T04:00:00
PAY049041,O048965,46027,settled,wallet,2026-08-19T02:00:00
PAY049042,O048966,4268,settled,ach,2026-08-15T15:00:00
PAY049043,O048967,46588,settled,card,2026-08-16T23:00:00
PAY049044,O048968,20122,settled,wallet,2026-08-09T23:00:00
PAY049045,O048969,10092,settled,wallet,2026-08-15T12:00:00
PAY049046,O048970,39726,settled,wallet,2026-08-28T03:00:00
PAY049047,O048971,30260,settled,ach,2026-09-02T05:00:00
PAY049048,O048972,24419,settled,wire,2026-08-21T17:00:00
PAY049049,O048973,47322,settled,wire,2026-09-02T09:00:00
PAY049050,O048974,44902,settled,wallet,2026-08-07T02:00:00
PAY049051,O048975,41597,settled,card,2026-08-16T22:00:00
PAY049052,O048976,43291,settled,ach,2026-08-14T20:00:00
PAY049053,O048977,4267,settled,ach,2026-08-25T06:00:00
PAY049054,O048978,13849,settled,wallet,2026-08-22T14:00:00
PAY049055,O048979,34675,settled,wire,2026-08-26T00:00:00
PAY049056,O048980,7856,settled,wire,2026-08-13T14:00:00
PAY049057,O048981,42420,settled,wallet,2026-08-10T14:00:00
PAY049058,O048982,1177,settled,ach,2026-08-15T19:00:00
PAY049059,O048983,18720,settled,card,2026-08-26T21:00:00
PAY049060,O048984,11514,settled,wire,2026-08-15T17:00:00
PAY049061,O048985,14879,settled,card,2026-08-21T01:00:00
PAY049062,O048986,23033,settled,wire,2026-09-02T16:00:00
PAY049063,O048987,19328,settled,card,2026-08-14T20:00:00
PAY049064,O048988,1299,settled,wire,2026-08-09T03:00:00
PAY049065,O048989,19854,settled,wire,2026-08-25T21:00:00
PAY049066,O048990,13725,settled,wallet,2026-08-19T07:00:00
PAY049067,O048991,33164,settled,wallet,2026-08-27T05:00:00
PAY049068,O048992,21257,settled,wallet,2026-08-14T03:00:00
PAY049069,O048993,39183,settled,wire,2026-08-29T19:00:00
PAY049070,O048994,40918,settled,wire,2026-08-13T21:00:00
PAY049071,O048995,3925,settled,ach,2026-09-03T23:00:00
PAY049072,O048996,5716,settled,wallet,2026-08-07T01:00:00
PAY049073,O048997,27445,settled,wire,2026-08-15T20:00:00
PAY049074,O048998,31193,settled,ach,2026-08-09T18:00:00
PAY049075,O048999,24717,settled,wire,2026-08-17T01:00:00
PAY049076,O049000,18971,settled,wire,2026-09-04T00:00:00
PAY049077,O049001,44743,settled,card,2026-08-22T20:00:00
PAY049078,O049002,13337,settled,wallet,2026-08-22T02:00:00
PAY049079,O049003,43779,settled,ach,2026-09-01T13:00:00
PAY049080,O049004,9598,settled,wire,2026-08-21T14:00:00
PAY049081,O049005,34511,settled,wire,2026-08-17T04:00:00
PAY049082,O049006,8422,settled,ach,2026-08-27T00:00:00
PAY049083,O049007,2197,settled,wallet,2026-08-20T00:00:00
PAY049084,O049008,5162,settled,wire,2026-08-23T17:00:00
PAY049085,O049009,11918,settled,wire,2026-08-29T09:00:00
PAY049086,O049010,3925,settled,card,2026-08-13T00:00:00
PAY049087,O049011,44891,settled,card,2026-08-30T22:00:00
PAY049088,O049012,2788,settled,wallet,2026-08-13T01:00:00
PAY049089,O049013,26966,settled,ach,2026-08-29T21:00:00
PAY049090,O049014,34939,settled,wire,2026-08-25T14:00:00
PAY049091,O049015,19892,settled,card,2026-08-26T08:00:00
PAY049092,O049016,7913,settled,card,2026-08-10T12:00:00
PAY049093,O049017,8899,settled,wire,2026-08-16T19:00:00
PAY049094,O049018,32389,settled,wire,2026-08-27T13:00:00
PAY049095,O049019,43118,settled,wire,2026-08-22T03:00:00
PAY049096,O049020,26111,settled,ach,2026-08-11T20:00:00
PAY049097,O049021,20531,settled,wallet,2026-08-27T06:00:00
PAY049098,O049022,1928,settled,wallet,2026-08-15T13:00:00
PAY049099,O049023,33792,settled,ach,2026-08-18T06:00:00
PAY049100,O049024,17098,settled,card,2026-08-15T18:00:00
PAY049101,O049025,23571,settled,ach,2026-08-27T06:00:00
PAY049102,O049026,21605,settled,wire,2026-08-29T08:00:00
PAY049103,O049027,33219,settled,ach,2026-08-13T21:00:00
PAY049104,O049028,2017,settled,wallet,2026-08-08T05:00:00
PAY049105,O049029,38174,settled,card,2026-08-09T14:00:00
PAY049106,O049030,30125,settled,ach,2026-08-18T19:00:00
PAY049107,O049031,17024,settled,card,2026-08-21T12:00:00
PAY049108,O049032,5829,settled,ach,2026-08-13T00:00:00
PAY049109,O049033,22008,settled,wire,2026-08-10T15:00:00
PAY049110,O049034,24914,settled,card,2026-08-17T13:00:00
PAY049111,O049035,33145,settled,card,2026-08-24T21:00:00
PAY049112,O049036,28223,settled,card,2026-08-10T04:00:00
PAY049113,O049037,19865,settled,wire,2026-08-20T05:00:00
PAY049114,O049038,31192,settled,card,2026-08-08T22:00:00
PAY049115,O049039,14567,settled,wire,2026-08-10T00:00:00
PAY049116,O049040,37344,settled,card,2026-08-13T06:00:00
PAY049117,O049041,8681,settled,wire,2026-08-23T08:00:00
PAY049118,O049042,24686,settled,ach,2026-08-24T04:00:00
PAY049119,O049043,29403,settled,ach,2026-08-23T23:00:00
PAY049120,O049044,11212,settled,wallet,2026-08-12T23:00:00
PAY049121,O049045,6191,settled,ach,2026-08-25T11:00:00
PAY049122,O049046,3243,settled,wire,2026-08-20T03:00:00
PAY049123,O049047,46853,settled,ach,2026-08-16T07:00:00
PAY049124,O049048,36067,settled,card,2026-08-12T05:00:00
PAY049125,O049049,25192,settled,wallet,2026-08-08T12:00:00
PAY049126,O049050,27299,settled,ach,2026-08-13T05:00:00
PAY049127,O049051,27199,settled,wire,2026-08-13T07:00:00
PAY049128,O049052,4790,settled,wire,2026-08-12T17:00:00
PAY049129,O049053,14077,settled,wire,2026-08-21T12:00:00
PAY049130,O049054,24283,settled,card,2026-08-28T11:00:00
PAY049131,O049055,40410,settled,wallet,2026-08-07T23:00:00
PAY049132,O049056,34478,settled,card,2026-08-23T13:00:00
PAY049133,O049057,2635,settled,ach,2026-08-18T04:00:00
PAY049134,O049058,7480,settled,wallet,2026-08-09T04:00:00
PAY049135,O049059,46540,settled,ach,2026-08-23T23:00:00
PAY049136,O049060,37067,settled,card,2026-08-11T07:00:00
PAY049137,O049061,35057,settled,ach,2026-08-27T13:00:00
PAY049138,O049062,47530,settled,card,2026-08-07T05:00:00
PAY049139,O049063,15993,settled,wallet,2026-08-09T04:00:00
PAY049140,O049064,7396,settled,ach,2026-08-14T06:00:00
PAY049141,O049065,10068,settled,wallet,2026-08-10T04:00:00
PAY049142,O049066,46917,settled,ach,2026-08-12T15:00:00
PAY049143,O049067,33061,settled,wire,2026-08-16T13:00:00
PAY049144,O049068,28443,settled,wire,2026-08-30T12:00:00
PAY049145,O049069,47316,settled,wallet,2026-08-27T10:00:00
PAY049146,O049070,45140,settled,ach,2026-08-29T22:00:00
PAY049147,O049071,43126,settled,ach,2026-08-13T18:00:00
PAY049148,O049072,27709,settled,wallet,2026-08-18T22:00:00
PAY049149,O049073,32386,settled,card,2026-08-30T06:00:00
PAY049150,O049074,35237,settled,wallet,2026-09-01T11:00:00
PAY049151,O049075,41423,settled,wire,2026-08-16T08:00:00
PAY049152,O049076,5841,settled,wallet,2026-08-31T13:00:00
PAY049153,O049077,5476,settled,wallet,2026-08-07T17:00:00
PAY049154,O049078,40348,settled,wire,2026-09-01T14:00:00
PAY049155,O049079,45976,settled,ach,2026-08-22T11:00:00
PAY049156,O049080,25364,settled,card,2026-08-15T16:00:00
PAY049157,O049081,10891,settled,wire,2026-08-18T21:00:00
PAY049158,O049082,2911,settled,ach,2026-08-10T06:00:00
PAY049159,O049083,18680,settled,ach,2026-08-30T07:00:00
PAY049160,O049084,19609,settled,ach,2026-08-19T21:00:00
PAY049161,O049085,11924,settled,wire,2026-08-28T08:00:00
PAY049162,O049086,35444,settled,card,2026-08-08T23:00:00
PAY049163,O049087,24675,settled,card,2026-08-18T22:00:00
PAY049164,O049088,7394,settled,wallet,2026-08-10T22:00:00
PAY049165,O049089,29965,settled,wallet,2026-08-25T15:00:00
PAY049166,O049090,43115,settled,wallet,2026-08-30T10:00:00
PAY049167,O049091,36369,settled,wallet,2026-08-07T05:00:00
PAY049168,O049092,13321,settled,wallet,2026-09-02T19:00:00
PAY049169,O049093,11689,settled,wallet,2026-08-29T01:00:00
PAY049170,O049094,9952,settled,ach,2026-08-21T00:00:00
PAY049171,O049095,48000,settled,ach,2026-09-01T15:00:00
PAY049172,O049096,4842,settled,wallet,2026-08-17T03:00:00
PAY049173,O049097,31972,settled,wallet,2026-08-14T15:00:00
PAY049174,O049098,6883,settled,card,2026-08-18T20:00:00
PAY049175,O049099,5323,settled,ach,2026-08-09T01:00:00
PAY049176,O049100,40788,settled,ach,2026-08-12T06:00:00
PAY049177,O049101,14473,settled,wire,2026-09-01T06:00:00
PAY049178,O049102,17263,settled,wire,2026-08-19T12:00:00
PAY049179,O049103,26561,settled,card,2026-08-31T07:00:00
PAY049180,O049104,2223,settled,ach,2026-08-06T11:00:00
PAY049181,O049105,5572,settled,ach,2026-08-20T23:00:00
PAY049182,O049106,15119,settled,card,2026-08-10T11:00:00
PAY049183,O049107,37013,settled,ach,2026-08-30T21:00:00
PAY049184,O049108,16915,settled,card,2026-08-19T23:00:00
PAY049185,O049109,45684,settled,ach,2026-09-01T04:00:00
PAY049186,O049110,1069,settled,ach,2026-08-08T10:00:00
PAY049187,O049111,44944,settled,ach,2026-08-15T02:00:00
PAY049188,O049112,22538,settled,wire,2026-08-20T15:00:00
PAY049189,O049113,33952,settled,wire,2026-08-10T11:00:00
PAY049190,O049114,30766,settled,wallet,2026-08-12T18:00:00
PAY049191,O049115,37145,settled,wire,2026-08-19T06:00:00
PAY049192,O049116,31429,settled,card,2026-08-30T17:00:00
PAY049193,O049117,6718,settled,wallet,2026-08-11T07:00:00
PAY049194,O049118,31732,settled,wire,2026-08-11T06:00:00
PAY049195,O049119,41257,settled,wallet,2026-08-16T08:00:00
PAY049196,O049120,38641,settled,card,2026-08-11T19:00:00
PAY049197,O049121,41632,settled,wallet,2026-08-25T16:00:00
PAY049198,O049122,7828,settled,ach,2026-08-23T10:00:00
PAY049199,O049123,32199,settled,ach,2026-08-18T22:00:00
PAY049200,O049124,36062,settled,wallet,2026-08-09T03:00:00
PAY049201,O049125,45080,settled,wallet,2026-09-03T03:00:00
PAY049202,O049126,28136,settled,wallet,2026-08-28T23:00:00
PAY049203,O049127,7248,settled,ach,2026-08-10T22:00:00
PAY049204,O049128,38194,settled,ach,2026-08-31T16:00:00
PAY049205,O049129,31267,settled,wallet,2026-08-28T06:00:00
PAY049206,O049130,25092,settled,card,2026-08-31T08:00:00
PAY049207,O049131,33793,settled,ach,2026-08-26T00:00:00
PAY049208,O049132,4046,settled,wallet,2026-08-07T00:00:00
PAY049209,O049133,10282,settled,wire,2026-08-21T16:00:00
PAY049210,O049134,6316,settled,wallet,2026-08-29T18:00:00
PAY049211,O049135,34741,settled,card,2026-08-25T10:00:00
PAY049212,O049136,33669,settled,ach,2026-08-31T13:00:00
PAY049213,O049137,9775,settled,wallet,2026-08-28T13:00:00
PAY049214,O049138,2598,settled,wire,2026-08-08T22:00:00
PAY049215,O049139,32459,settled,ach,2026-08-19T17:00:00
PAY049216,O049140,9197,settled,card,2026-08-27T13:00:00
PAY049217,O049141,6441,settled,wallet,2026-08-10T17:00:00
PAY049218,O049142,26523,settled,ach,2026-08-19T00:00:00
PAY049219,O049143,38104,settled,wire,2026-08-17T13:00:00
PAY049220,O049144,12980,settled,wallet,2026-08-09T03:00:00
PAY049221,O049145,46310,settled,ach,2026-09-03T09:00:00
PAY049222,O049146,39922,settled,card,2026-08-10T22:00:00
PAY049223,O049147,23036,settled,card,2026-09-02T08:00:00
PAY049224,O049148,35551,settled,wallet,2026-08-13T14:00:00
PAY049225,O049149,40806,settled,wire,2026-08-21T17:00:00
PAY049226,O049150,24839,settled,ach,2026-08-24T04:00:00
PAY049227,O049151,5386,settled,card,2026-08-12T23:00:00
PAY049228,O049152,27906,settled,card,2026-08-07T02:00:00
PAY049229,O049153,26106,settled,ach,2026-08-28T00:00:00
PAY049230,O049154,11324,settled,wallet,2026-08-17T14:00:00
PAY049231,O049155,11095,settled,card,2026-08-11T20:00:00
PAY049232,O049156,41528,settled,card,2026-08-22T23:00:00
PAY049233,O049157,41462,settled,wallet,2026-08-07T23:00:00
PAY049234,O049158,37198,settled,ach,2026-08-14T14:00:00
PAY049235,O049159,11972,settled,wallet,2026-08-18T00:00:00
PAY049236,O049160,30742,settled,wallet,2026-08-17T06:00:00
PAY049237,O049161,3863,settled,ach,2026-08-06T18:00:00
PAY049238,O049162,40531,settled,wallet,2026-08-25T23:00:00
PAY049239,O049163,12540,settled,card,2026-08-23T00:00:00
PAY049240,O049164,29393,settled,wallet,2026-08-19T22:00:00
PAY049241,O049165,25889,settled,wire,2026-08-21T02:00:00
PAY049242,O049166,4865,settled,wallet,2026-09-04T02:00:00
PAY049243,O049167,43059,settled,wire,2026-08-16T09:00:00
PAY049244,O049168,41370,settled,wire,2026-08-09T22:00:00
PAY049245,O049169,40075,settled,ach,2026-08-30T12:00:00
PAY049246,O049170,20088,settled,wallet,2026-08-28T08:00:00
PAY049247,O049171,31341,settled,ach,2026-08-23T03:00:00
PAY049248,O049172,27654,settled,wallet,2026-08-10T01:00:00
PAY049249,O049173,36242,settled,ach,2026-08-25T01:00:00
PAY049250,O049174,29009,settled,wire,2026-09-03T04:00:00
PAY049251,O049175,4249,settled,card,2026-09-02T22:00:00
PAY049252,O049176,9910,settled,ach,2026-08-31T19:00:00
PAY049253,O049177,39304,settled,wallet,2026-08-12T05:00:00
PAY049254,O049178,7670,settled,wire,2026-08-12T20:00:00
PAY049255,O049179,21130,settled,wire,2026-09-03T10:00:00
PAY049256,O049180,43860,settled,wallet,2026-08-22T07:00:00
PAY049257,O049181,6019,settled,wire,2026-08-24T13:00:00
PAY049258,O049182,7932,settled,wire,2026-08-22T07:00:00
PAY049259,O049183,38840,settled,card,2026-08-30T22:00:00
PAY049260,O049184,16325,settled,ach,2026-09-03T23:00:00
PAY049261,O049185,38903,settled,ach,2026-08-25T08:00:00
PAY049262,O049186,16095,settled,ach,2026-08-26T17:00:00
PAY049263,O049187,3447,settled,ach,2026-08-24T10:00:00
PAY049264,O049188,37056,settled,card,2026-09-01T12:00:00
PAY049265,O049189,44766,settled,card,2026-08-31T02:00:00
PAY049266,O049190,3140,settled,card,2026-08-23T01:00:00
PAY049267,O049191,2571,settled,ach,2026-08-15T14:00:00
PAY049268,O049192,26348,settled,card,2026-08-18T18:00:00
PAY049269,O049193,33685,settled,wallet,2026-08-21T13:00:00
PAY049270,O049194,13889,settled,wallet,2026-08-29T17:00:00
PAY049271,O049195,20899,settled,wire,2026-08-24T14:00:00
PAY049272,O049196,28758,settled,card,2026-08-16T16:00:00
PAY049273,O049197,29296,settled,card,2026-08-14T08:00:00
PAY049274,O049198,33632,settled,ach,2026-08-28T00:00:00
PAY049275,O049199,32898,settled,wire,2026-08-10T21:00:00
PAY049276,O049200,5746,settled,card,2026-09-01T06:00:00
PAY049277,O049201,18437,settled,wire,2026-08-08T08:00:00
PAY049278,O049202,9072,settled,wallet,2026-08-16T05:00:00
PAY049279,O049203,15369,settled,wire,2026-09-01T09:00:00
PAY049280,O049204,47520,settled,ach,2026-08-14T02:00:00
PAY049281,O049205,39265,settled,wallet,2026-08-21T09:00:00
PAY049282,O049206,9627,settled,ach,2026-09-02T10:00:00
PAY049283,O049207,15988,settled,card,2026-08-30T12:00:00
PAY049284,O049208,3545,settled,wire,2026-08-17T17:00:00
PAY049285,O049209,34690,settled,card,2026-08-22T02:00:00
PAY049286,O049210,8446,settled,wire,2026-08-10T07:00:00
PAY049287,O049211,5956,settled,ach,2026-08-12T21:00:00
PAY049288,O049212,33585,settled,wallet,2026-08-31T14:00:00
PAY049289,O049213,8269,settled,ach,2026-08-17T10:00:00
PAY049290,O049214,28293,settled,wire,2026-08-21T16:00:00
PAY049291,O049215,28461,settled,ach,2026-08-17T20:00:00
PAY049292,O049216,25625,settled,card,2026-08-26T20:00:00
PAY049293,O049217,22571,settled,wire,2026-09-03T14:00:00
PAY049294,O049218,4675,settled,card,2026-08-27T07:00:00
PAY049295,O049219,29863,settled,ach,2026-08-12T11:00:00
PAY049296,O049220,42561,settled,wire,2026-08-08T03:00:00
PAY049297,O049221,24775,settled,ach,2026-09-03T21:00:00
PAY049298,O049222,9991,settled,ach,2026-08-28T00:00:00
PAY049299,O049223,33260,settled,wallet,2026-08-30T20:00:00
PAY049300,O049224,4422,settled,card,2026-08-20T09:00:00
PAY049301,O049225,46422,settled,card,2026-09-02T01:00:00
PAY049302,O049226,16192,settled,card,2026-08-22T01:00:00
PAY049303,O049227,4400,settled,ach,2026-09-02T23:00:00
PAY049304,O049228,46459,settled,ach,2026-08-25T16:00:00
PAY049305,O049229,26722,settled,wire,2026-08-16T11:00:00
PAY049306,O049230,31040,settled,ach,2026-08-14T07:00:00
PAY049307,O049231,7267,settled,card,2026-08-27T14:00:00
PAY049308,O049232,44417,settled,wallet,2026-08-07T08:00:00
PAY049309,O049233,41820,settled,card,2026-09-03T18:00:00
PAY049310,O049234,7033,settled,wire,2026-08-17T19:00:00
PAY049311,O049235,4970,settled,wire,2026-08-08T22:00:00
PAY049312,O049236,3409,settled,ach,2026-08-07T03:00:00
PAY049313,O049237,47124,settled,ach,2026-08-26T23:00:00
PAY049314,O049238,12350,settled,wallet,2026-08-23T19:00:00
PAY049315,O049239,40434,settled,card,2026-08-14T18:00:00
PAY049316,O049240,10315,settled,wallet,2026-08-29T08:00:00
PAY049317,O049241,24294,settled,wallet,2026-08-11T16:00:00
PAY049318,O049242,8801,settled,card,2026-08-29T11:00:00
PAY049319,O049243,29635,settled,wallet,2026-08-20T22:00:00
PAY049320,O049244,4932,settled,ach,2026-08-23T11:00:00
PAY049321,O049245,15414,settled,wallet,2026-08-21T20:00:00
PAY049322,O049246,10054,settled,wire,2026-08-27T19:00:00
PAY049323,O049247,21968,settled,wallet,2026-08-25T05:00:00
PAY049324,O049248,25051,settled,wallet,2026-08-12T00:00:00
PAY049325,O049249,7197,settled,ach,2026-08-30T15:00:00
PAY049326,O049250,13186,settled,card,2026-09-02T11:00:00
PAY049327,O049251,4692,settled,wire,2026-08-28T02:00:00
PAY049328,O049252,8001,settled,card,2026-09-04T06:00:00
PAY049329,O049253,12140,settled,wallet,2026-08-27T17:00:00
PAY049330,O049254,9928,settled,wire,2026-08-15T13:00:00
PAY049331,O049255,15728,settled,wire,2026-08-26T18:00:00
PAY049332,O049256,41685,settled,card,2026-08-15T01:00:00
PAY049333,O049257,10002,settled,card,2026-08-30T22:00:00
PAY049334,O049258,35806,settled,wallet,2026-09-01T06:00:00
PAY049335,O049259,34231,settled,wire,2026-08-07T10:00:00
PAY049336,O049260,41354,settled,card,2026-08-19T21:00:00
PAY049337,O049261,29822,settled,wallet,2026-08-12T10:00:00
PAY049338,O049262,24044,settled,wire,2026-08-24T19:00:00
PAY049339,O049263,31509,settled,ach,2026-08-10T15:00:00
PAY049340,O049264,47736,settled,wallet,2026-08-22T10:00:00
PAY049341,O049265,9555,settled,card,2026-08-11T18:00:00
PAY049342,O049266,40938,settled,wallet,2026-09-02T15:00:00
PAY049343,O049267,47733,settled,wire,2026-08-07T05:00:00
PAY049344,O049268,15547,settled,card,2026-08-11T07:00:00
PAY049345,O049269,34245,settled,ach,2026-09-01T17:00:00
PAY049346,O049270,8670,settled,ach,2026-08-23T22:00:00
PAY049347,O049271,26247,settled,wallet,2026-08-25T08:00:00
PAY049348,O049272,28494,settled,wallet,2026-08-09T12:00:00
PAY049349,O049273,12202,settled,card,2026-08-29T00:00:00
PAY049350,O049274,45519,settled,wire,2026-08-10T03:00:00
PAY049351,O049275,23341,settled,wallet,2026-08-20T01:00:00
PAY049352,O049276,29574,settled,wire,2026-08-21T12:00:00
PAY049353,O049277,14224,settled,wire,2026-08-26T09:00:00
PAY049354,O049278,9267,settled,wire,2026-08-28T02:00:00
PAY049355,O049279,12753,settled,ach,2026-08-16T12:00:00
PAY049356,O049280,42434,settled,wallet,2026-08-16T06:00:00
PAY049357,O049281,11192,settled,wallet,2026-08-17T14:00:00
PAY049358,O049282,41413,settled,ach,2026-08-20T03:00:00
PAY049359,O049283,19546,settled,card,2026-08-29T03:00:00
PAY049360,O049284,29300,settled,wire,2026-08-14T06:00:00
PAY049361,O049285,10212,settled,ach,2026-08-27T07:00:00
PAY049362,O049286,38069,settled,wallet,2026-08-14T07:00:00
PAY049363,O049287,17324,settled,ach,2026-08-08T21:00:00
PAY049364,O049288,22880,settled,ach,2026-09-04T04:00:00
PAY049365,O049289,42439,settled,card,2026-08-25T09:00:00
PAY049366,O049290,43373,settled,ach,2026-08-26T21:00:00
PAY049367,O049291,15375,settled,ach,2026-08-24T16:00:00
PAY049368,O049292,47598,settled,card,2026-08-21T05:00:00
PAY049369,O049293,3567,settled,wire,2026-08-07T04:00:00
PAY049370,O049294,41394,settled,wallet,2026-08-21T22:00:00
PAY049371,O049295,22371,settled,ach,2026-08-28T14:00:00
PAY049372,O049296,8340,settled,card,2026-08-20T22:00:00
PAY049373,O049297,20395,settled,wallet,2026-08-29T08:00:00
PAY049374,O049298,8708,settled,wallet,2026-08-18T03:00:00
PAY049375,O049299,33214,settled,ach,2026-08-17T14:00:00
PAY049376,O049300,28586,settled,wire,2026-08-15T12:00:00
PAY049377,O049301,25369,settled,wallet,2026-08-23T10:00:00
PAY049378,O049302,31779,settled,wire,2026-09-01T01:00:00
PAY049379,O049303,15758,settled,ach,2026-08-29T11:00:00
PAY049380,O049304,7852,settled,card,2026-08-27T07:00:00
PAY049381,O049305,4306,settled,card,2026-08-10T21:00:00
PAY049382,O049306,13467,settled,wallet,2026-08-31T07:00:00
PAY049383,O049307,28203,settled,card,2026-08-09T01:00:00
PAY049384,O049308,11764,settled,wire,2026-08-17T13:00:00
PAY049385,O049309,34368,settled,ach,2026-08-16T11:00:00
PAY049386,O049310,44870,settled,wallet,2026-09-01T09:00:00
PAY049387,O049311,20697,settled,ach,2026-08-11T21:00:00
PAY049388,O049312,41020,settled,ach,2026-08-15T20:00:00
PAY049389,O049313,2166,settled,ach,2026-08-13T14:00:00
PAY049390,O049314,23609,settled,wallet,2026-08-08T05:00:00
PAY049391,O049315,45865,settled,wire,2026-08-27T21:00:00
PAY049392,O049316,27940,settled,ach,2026-08-25T13:00:00
PAY049393,O049317,29557,settled,wire,2026-08-21T10:00:00
PAY049394,O049318,45990,settled,wire,2026-08-08T14:00:00
PAY049395,O049319,5084,settled,card,2026-08-28T15:00:00
PAY049396,O049320,16089,settled,wire,2026-08-17T11:00:00
PAY049397,O049321,30538,settled,wire,2026-09-01T20:00:00
PAY049398,O049322,18572,settled,ach,2026-08-19T12:00:00
PAY049399,O049323,41015,settled,ach,2026-08-27T03:00:00
PAY049400,O049324,9248,settled,ach,2026-08-23T05:00:00
PAY049401,O049325,10060,settled,ach,2026-09-02T01:00:00
PAY049402,O049326,24261,settled,card,2026-08-17T12:00:00
