settlement_id,payment_id,expected_amt,actual_amt,status,ts
SET058073,PAY058170,40646,40646,settled,2026-08-06T23:00:00
SET058074,PAY058171,2588,2588,settled,2026-08-08T14:00:00
SET058075,PAY058172,6682,6682,settled,2026-08-29T18:00:00
SET058076,PAY058173,24007,24007,settled,2026-08-28T05:00:00
SET058077,PAY058174,12130,12130,settled,2026-08-18T15:00:00
SET058078,PAY058175,45837,45837,settled,2026-09-03T05:00:00
SET058079,PAY058176,11875,11875,settled,2026-08-08T13:00:00
SET058080,PAY058177,30780,30780,settled,2026-08-17T08:00:00
SET058081,PAY058178,14600,14600,settled,2026-08-25T20:00:00
SET058082,PAY058179,32283,32283,settled,2026-08-24T03:00:00
SET058083,PAY058180,5382,5382,settled,2026-08-11T01:00:00
SET058084,PAY058181,31331,31331,settled,2026-08-13T16:00:00
SET058085,PAY058182,2852,2852,settled,2026-08-16T06:00:00
SET058086,PAY058183,22117,22117,settled,2026-08-14T16:00:00
SET058087,PAY058184,40242,40242,settled,2026-08-29T03:00:00
SET058088,PAY058185,19234,19234,settled,2026-08-28T10:00:00
SET058089,PAY058186,13367,13367,settled,2026-08-22T14:00:00
SET058090,PAY058187,15774,15774,settled,2026-08-17T15:00:00
SET058091,PAY058188,31312,31312,settled,2026-08-07T08:00:00
SET058092,PAY058189,14392,14392,settled,2026-08-30T23:00:00
SET058093,PAY058190,6068,6068,settled,2026-08-15T18:00:00
SET058094,PAY058191,11527,11527,settled,2026-08-15T14:00:00
SET058095,PAY058192,34471,34471,settled,2026-08-19T08:00:00
SET058096,PAY058193,26326,26326,settled,2026-08-23T01:00:00
SET058097,PAY058194,9750,9750,settled,2026-08-30T18:00:00
SET058098,PAY058195,39841,39841,settled,2026-08-09T23:00:00
SET058099,PAY058196,16579,16579,settled,2026-08-18T00:00:00
SET058100,PAY058197,14931,14931,settled,2026-09-01T08:00:00
SET058101,PAY058198,14821,14821,settled,2026-08-06T12:00:00
SET058102,PAY058199,12140,12140,settled,2026-08-11T04:00:00
SET058103,PAY058200,5312,5312,settled,2026-08-27T16:00:00
SET058104,PAY058201,19017,19017,settled,2026-08-31T06:00:00
SET058105,PAY058202,31623,31623,settled,2026-08-10T17:00:00
SET058106,PAY058203,39452,39452,settled,2026-08-15T13:00:00
SET058107,PAY058204,42049,42049,settled,2026-08-19T10:00:00
SET058108,PAY058205,16248,16248,settled,2026-08-19T20:00:00
SET058109,PAY058206,38040,38040,settled,2026-08-19T04:00:00
SET058110,PAY058207,12884,12884,settled,2026-08-29T13:00:00
SET058111,PAY058208,7223,7223,settled,2026-08-24T12:00:00
SET058112,PAY058209,7223,7223,settled,2026-08-24T12:00:00
SET058113,PAY058210,22679,22679,settled,2026-08-14T12:00:00
SET058114,PAY058211,2314,2314,settled,2026-08-23T10:00:00
SET058115,PAY058212,30561,30561,settled,2026-08-16T00:00:00
SET058116,PAY058213,17539,17539,settled,2026-08-20T17:00:00
SET058117,PAY058214,19169,19169,settled,2026-08-26T03:00:00
SET058118,PAY058215,8778,8778,settled,2026-08-19T15:00:00
SET058119,PAY058216,35773,35773,settled,2026-08-30T17:00:00
SET058120,PAY058217,32103,32103,settled,2026-08-17T04:00:00
SET058121,PAY058218,25474,25474,settled,2026-08-10T21:00:00
SET058122,PAY058219,29433,29433,settled,2026-08-11T03:00:00
SET058123,PAY058220,37576,37576,settled,2026-08-27T13:00:00
SET058124,PAY058221,28016,28016,settled,2026-08-16T10:00:00
SET058125,PAY058222,4553,4553,settled,2026-09-04T09:00:00
SET058126,PAY058223,5382,5382,settled,2026-08-11T10:00:00
SET058127,PAY058224,7366,7366,settled,2026-08-29T23:00:00
SET058128,PAY058225,32626,32626,settled,2026-08-10T00:00:00
SET058129,PAY058226,34066,34066,settled,2026-08-24T16:00:00
SET058130,PAY058227,18885,18885,settled,2026-08-07T09:00:00
SET058131,PAY058228,37959,37959,settled,2026-08-12T02:00:00
SET058132,PAY058229,33506,33506,settled,2026-09-03T17:00:00
SET058133,PAY058230,27053,27053,settled,2026-08-23T00:00:00
SET058134,PAY058231,14920,14920,settled,2026-09-02T13:00:00
SET058135,PAY058232,17778,17778,settled,2026-08-30T03:00:00
SET058136,PAY058233,4323,4323,settled,2026-08-20T07:00:00
SET058137,PAY058234,30582,30582,settled,2026-08-22T20:00:00
SET058138,PAY058235,33660,33660,settled,2026-08-17T09:00:00
SET058139,PAY058236,29910,29910,settled,2026-08-18T06:00:00
SET058140,PAY058237,23087,23087,settled,2026-08-17T17:00:00
SET058141,PAY058238,33944,33944,settled,2026-08-26T21:00:00
SET058142,PAY058239,35429,35429,settled,2026-08-20T13:00:00
SET058143,PAY058240,39610,39610,settled,2026-08-29T11:00:00
SET058144,PAY058241,14680,14680,settled,2026-08-08T13:00:00
SET058145,PAY058242,40367,40367,settled,2026-08-08T13:00:00
SET058146,PAY058243,31385,31385,settled,2026-08-20T18:00:00
SET058147,PAY058244,27520,27520,settled,2026-08-19T15:00:00
SET058148,PAY058245,34920,34920,settled,2026-08-13T10:00:00
SET058149,PAY058246,20159,20159,settled,2026-08-15T04:00:00
SET058150,PAY058247,32019,32019,settled,2026-08-07T01:00:00
SET058151,PAY058248,26091,26091,settled,2026-08-12T01:00:00
SET058152,PAY058249,1419,1419,settled,2026-08-09T20:00:00
SET058153,PAY058250,28064,28064,settled,2026-08-23T08:00:00
SET058154,PAY058251,6782,6782,settled,2026-09-02T00:00:00
SET058155,PAY058252,37992,37992,settled,2026-08-25T22:00:00
SET058156,PAY058253,25009,25009,settled,2026-08-13T02:00:00
SET058157,PAY058254,37686,37686,settled,2026-08-13T04:00:00
SET058158,PAY058255,37533,37533,settled,2026-08-15T18:00:00
SET058159,PAY058256,45064,45064,settled,2026-09-04T01:00:00
SET058160,PAY058257,19656,19656,settled,2026-09-03T20:00:00
SET058161,PAY058258,17509,17509,settled,2026-08-30T05:00:00
SET058162,PAY058259,33077,33077,settled,2026-08-21T15:00:00
SET058163,PAY058260,24024,24024,settled,2026-08-20T04:00:00
SET058164,PAY058261,30169,30169,settled,2026-08-19T12:00:00
SET058165,PAY058262,22483,22483,settled,2026-08-06T20:00:00
SET058166,PAY058263,42781,42781,settled,2026-08-24T18:00:00
SET058167,PAY058264,15687,15687,settled,2026-08-09T20:00:00
SET058168,PAY058265,44414,44414,settled,2026-08-23T09:00:00
SET058169,PAY058266,8043,8043,settled,2026-08-09T19:00:00
SET058170,PAY058267,13187,13187,settled,2026-08-06T22:00:00
SET058171,PAY058268,15074,15074,settled,2026-09-02T10:00:00
SET058172,PAY058269,23770,23770,settled,2026-08-28T05:00:00
SET058173,PAY058270,15617,15617,settled,2026-08-15T06:00:00
SET058174,PAY058271,9110,9110,settled,2026-08-27T06:00:00
SET058175,PAY058272,30084,30084,settled,2026-08-15T04:00:00
SET058176,PAY058273,5214,5214,settled,2026-09-01T23:00:00
SET058177,PAY058274,26036,26036,settled,2026-08-13T20:00:00
SET058178,PAY058275,23960,23960,settled,2026-08-23T18:00:00
SET058179,PAY058276,8394,8394,settled,2026-08-11T19:00:00
SET058180,PAY058277,7450,7450,settled,2026-08-14T17:00:00
SET058181,PAY058278,37263,37263,settled,2026-08-23T02:00:00
SET058182,PAY058279,31405,31405,settled,2026-08-29T11:00:00
SET058183,PAY058280,36425,36425,settled,2026-08-13T02:00:00
SET058184,PAY058281,5473,5473,settled,2026-09-02T03:00:00
SET058185,PAY058282,41217,41217,settled,2026-09-02T11:00:00
SET058186,PAY058283,24766,24766,settled,2026-08-26T04:00:00
SET058187,PAY058284,45936,45936,settled,2026-08-14T10:00:00
SET058188,PAY058285,19686,19686,settled,2026-08-28T21:00:00
SET058189,PAY058286,38939,38939,settled,2026-08-20T08:00:00
SET058190,PAY058287,35118,35118,settled,2026-08-24T18:00:00
SET058191,PAY058288,23843,23843,settled,2026-08-29T15:00:00
SET058192,PAY058289,23878,23878,settled,2026-08-08T04:00:00
SET058193,PAY058290,12963,12963,settled,2026-08-23T23:00:00
SET058194,PAY058291,23319,23319,settled,2026-08-07T22:00:00
SET058195,PAY058292,21586,21586,settled,2026-08-09T22:00:00
SET058196,PAY058293,41245,41245,settled,2026-08-19T07:00:00
SET058197,PAY058294,6761,6761,settled,2026-08-27T05:00:00
SET058198,PAY058295,5002,5002,settled,2026-08-14T15:00:00
SET058199,PAY058296,26812,26812,settled,2026-08-10T03:00:00
SET058200,PAY058297,24273,24273,settled,2026-08-06T13:00:00
SET058201,PAY058298,6860,6860,settled,2026-08-18T08:00:00
SET058202,PAY058299,16185,16185,settled,2026-08-07T22:00:00
SET058203,PAY058300,40311,40311,settled,2026-09-02T19:00:00
SET058204,PAY058301,31837,31837,settled,2026-08-12T22:00:00
SET058205,PAY058302,18355,18355,settled,2026-08-08T06:00:00
SET058206,PAY058303,30897,30897,settled,2026-09-01T18:00:00
SET058207,PAY058304,7909,7909,settled,2026-08-22T03:00:00
SET058208,PAY058305,33124,33124,settled,2026-08-16T14:00:00
SET058209,PAY058306,5458,5458,settled,2026-08-24T10:00:00
SET058210,PAY058307,43332,43332,settled,2026-08-07T03:00:00
SET058211,PAY058308,26214,26214,settled,2026-08-12T13:00:00
SET058212,PAY058309,7042,7042,settled,2026-08-29T06:00:00
SET058213,PAY058310,20501,20501,settled,2026-08-11T10:00:00
SET058214,PAY058311,44279,44279,settled,2026-08-17T10:00:00
SET058215,PAY058312,28951,28951,settled,2026-08-11T19:00:00
SET058216,PAY058313,11833,11833,settled,2026-08-26T16:00:00
SET058217,PAY058314,26963,26963,settled,2026-08-24T10:00:00
SET058218,PAY058315,38537,38537,settled,2026-08-15T09:00:00
SET058219,PAY058316,39736,39736,settled,2026-08-21T19:00:00
SET058220,PAY058317,39738,39738,settled,2026-08-20T19:00:00
SET058221,PAY058318,34070,34070,settled,2026-08-20T15:00:00
SET058222,PAY058319,1151,1151,settled,2026-08-28T21:00:00
SET058223,PAY058320,3066,3066,settled,2026-08-09T22:00:00
SET058224,PAY058321,43059,43059,settled,2026-08-29T15:00:00
SET058225,PAY058322,37411,37411,settled,2026-08-30T09:00:00
SET058226,PAY058323,5918,5918,settled,2026-08-07T18:00:00
SET058227,PAY058324,18768,18768,settled,2026-08-29T18:00:00
SET058228,PAY058325,30319,30319,settled,2026-08-06T21:00:00
SET058229,PAY058326,17272,17272,settled,2026-08-11T07:00:00
SET058230,PAY058327,31942,31942,settled,2026-09-01T04:00:00
SET058231,PAY058328,23903,23903,settled,2026-08-28T04:00:00
SET058232,PAY058329,16133,16133,settled,2026-09-04T06:00:00
SET058233,PAY058330,46535,46535,settled,2026-08-25T04:00:00
SET058234,PAY058331,24354,24354,settled,2026-08-24T23:00:00
SET058235,PAY058332,39293,39293,settled,2026-09-02T13:00:00
SET058236,PAY058333,44950,44950,settled,2026-08-27T07:00:00
SET058237,PAY058334,46132,46132,settled,2026-09-02T03:00:00
SET058238,PAY058335,6547,6547,settled,2026-08-24T01:00:00
SET058239,PAY058336,41476,41476,settled,2026-08-20T07:00:00
SET058240,PAY058337,11733,11733,settled,2026-09-02T01:00:00
SET058241,PAY058338,13159,13159,settled,2026-08-10T20:00:00
SET058242,PAY058339,10689,10689,settled,2026-08-19T02:00:00
SET058243,PAY058340,24808,24808,settled,2026-08-25T22:00:00
SET058244,PAY058341,9343,9343,settled,2026-08-21T10:00:00
SET058245,PAY058342,27516,27516,settled,2026-08-24T06:00:00
SET058246,PAY058343,39873,39873,settled,2026-08-13T04:00:00
SET058247,PAY058344,28962,28962,settled,2026-08-24T04:00:00
SET058248,PAY058345,25901,25901,settled,2026-08-11T13:00:00
SET058249,PAY058346,28529,28529,settled,2026-08-21T11:00:00
SET058250,PAY058347,13413,13413,settled,2026-08-14T17:00:00
SET058251,PAY058348,20838,20838,settled,2026-08-11T01:00:00
SET058252,PAY058349,2991,2991,settled,2026-08-07T09:00:00
SET058253,PAY058350,31289,31289,settled,2026-08-22T19:00:00
SET058254,PAY058351,28787,28787,settled,2026-08-28T21:00:00
SET058255,PAY058352,25931,25931,settled,2026-08-14T20:00:00
SET058256,PAY058353,15594,15594,settled,2026-08-30T12:00:00
SET058257,PAY058354,43518,43518,settled,2026-08-31T12:00:00
SET058258,PAY058355,33634,33634,settled,2026-08-26T10:00:00
SET058259,PAY058356,30008,30008,settled,2026-08-19T14:00:00
SET058260,PAY058357,3731,3731,settled,2026-08-08T06:00:00
SET058261,PAY058358,34584,34584,settled,2026-09-02T03:00:00
SET058262,PAY058359,14776,14776,settled,2026-08-24T05:00:00
SET058263,PAY058360,5398,5398,settled,2026-09-04T06:00:00
SET058264,PAY058361,37594,37594,settled,2026-08-25T02:00:00
SET058265,PAY058362,7955,7955,settled,2026-08-08T07:00:00
SET058266,PAY058363,45820,45820,settled,2026-08-27T05:00:00
SET058267,PAY058364,3784,3784,settled,2026-08-10T02:00:00
SET058268,PAY058365,12667,12667,settled,2026-09-03T11:00:00
SET058269,PAY058366,10403,10403,settled,2026-09-02T20:00:00
SET058270,PAY058367,10403,10403,settled,2026-09-02T20:00:00
SET058271,PAY058368,5238,5238,settled,2026-08-11T15:00:00
SET058272,PAY058369,4157,4157,settled,2026-08-27T05:00:00
SET058273,PAY058370,41954,41954,settled,2026-08-25T00:00:00
SET058274,PAY058371,30651,30651,settled,2026-08-19T07:00:00
SET058275,PAY058372,20315,20315,settled,2026-08-25T15:00:00
SET058276,PAY058373,2204,2204,settled,2026-08-07T15:00:00
SET058277,PAY058374,13108,13108,settled,2026-09-02T20:00:00
SET058278,PAY058375,13830,13830,settled,2026-08-07T19:00:00
SET058279,PAY058376,7485,7485,settled,2026-08-13T08:00:00
SET058280,PAY058377,23977,23977,settled,2026-08-12T03:00:00
SET058281,PAY058378,43215,43215,settled,2026-08-20T10:00:00
SET058282,PAY058379,7970,7970,settled,2026-08-12T04:00:00
SET058283,PAY058380,8193,8193,settled,2026-09-03T05:00:00
SET058284,PAY058381,16561,16561,settled,2026-08-23T09:00:00
SET058285,PAY058382,21031,21031,settled,2026-08-16T08:00:00
SET058286,PAY058383,23600,23600,settled,2026-08-24T22:00:00
SET058287,PAY058384,30827,30827,settled,2026-08-19T21:00:00
SET058288,PAY058385,38967,38967,settled,2026-09-02T18:00:00
SET058289,PAY058386,10301,10301,settled,2026-08-28T03:00:00
SET058290,PAY058387,19879,19879,settled,2026-08-24T20:00:00
SET058291,PAY058388,15984,15984,settled,2026-08-21T10:00:00
SET058292,PAY058389,23158,23158,settled,2026-08-11T05:00:00
SET058293,PAY058390,23769,23769,settled,2026-08-21T17:00:00
SET058294,PAY058391,6653,6653,settled,2026-08-30T05:00:00
SET058295,PAY058392,21271,21271,settled,2026-08-07T14:00:00
SET058296,PAY058393,20807,20807,settled,2026-08-21T20:00:00
SET058297,PAY058394,6396,6396,settled,2026-08-26T22:00:00
SET058298,PAY058395,20724,20724,settled,2026-08-14T03:00:00
SET058299,PAY058396,41066,41066,settled,2026-09-03T02:00:00
SET058300,PAY058397,16881,16881,settled,2026-08-25T23:00:00
SET058301,PAY058398,3114,3114,settled,2026-08-19T03:00:00
SET058302,PAY058399,35537,35537,settled,2026-08-30T13:00:00
SET058303,PAY058400,10628,10628,settled,2026-08-12T19:00:00
SET058304,PAY058401,34747,34747,settled,2026-08-25T07:00:00
SET058305,PAY058402,34174,34174,settled,2026-09-01T20:00:00
SET058306,PAY058403,26363,26363,settled,2026-08-30T17:00:00
SET058307,PAY058404,24495,24495,settled,2026-08-15T06:00:00
SET058308,PAY058405,14945,14945,settled,2026-08-22T20:00:00
SET058309,PAY058406,2714,2714,settled,2026-08-07T00:00:00
SET058310,PAY058407,30140,30140,settled,2026-08-07T01:00:00
SET058311,PAY058408,18561,18561,settled,2026-08-12T12:00:00
SET058312,PAY058409,36934,36934,settled,2026-08-29T14:00:00
SET058313,PAY058410,22611,22611,settled,2026-08-25T23:00:00
SET058314,PAY058411,9310,9310,settled,2026-08-25T22:00:00
SET058315,PAY058412,4265,4265,settled,2026-08-16T17:00:00
SET058316,PAY058413,33426,33426,settled,2026-08-21T04:00:00
SET058317,PAY058414,4805,4805,settled,2026-08-18T18:00:00
SET058318,PAY058415,22485,22485,settled,2026-09-02T17:00:00
SET058319,PAY058416,26835,26835,settled,2026-08-26T09:00:00
SET058320,PAY058417,29800,29800,settled,2026-08-18T14:00:00
SET058321,PAY058418,37426,37426,settled,2026-09-03T02:00:00
SET058322,PAY058419,13606,13606,settled,2026-08-30T17:00:00
SET058323,PAY058420,5277,5277,settled,2026-08-17T15:00:00
SET058324,PAY058421,8662,8662,settled,2026-08-12T08:00:00
SET058325,PAY058422,7013,7013,settled,2026-08-12T15:00:00
SET058326,PAY058423,2805,2805,settled,2026-08-30T16:00:00
SET058327,PAY058424,18659,18659,settled,2026-08-13T18:00:00
SET058328,PAY058425,13043,13043,settled,2026-08-24T20:00:00
SET058329,PAY058426,38184,38184,settled,2026-08-31T23:00:00
SET058330,PAY058427,24541,24541,settled,2026-08-18T10:00:00
SET058331,PAY058428,21224,21224,settled,2026-08-08T13:00:00
SET058332,PAY058429,12133,12133,settled,2026-08-20T20:00:00
SET058333,PAY058430,41617,41617,settled,2026-09-01T12:00:00
SET058334,PAY058431,28669,28669,settled,2026-08-14T17:00:00
SET058335,PAY058432,12546,12546,settled,2026-08-19T05:00:00
SET058336,PAY058433,32893,32893,settled,2026-08-19T06:00:00
SET058337,PAY058434,21198,21198,settled,2026-09-04T10:00:00
SET058338,PAY058435,6235,6235,settled,2026-08-15T09:00:00
SET058339,PAY058436,15529,15529,settled,2026-08-17T05:00:00
SET058340,PAY058437,15538,15538,settled,2026-08-22T00:00:00
SET058341,PAY058438,18648,18648,settled,2026-08-10T09:00:00
SET058342,PAY058439,30737,30737,settled,2026-08-29T10:00:00
SET058343,PAY058440,7582,7582,settled,2026-08-23T07:00:00
SET058344,PAY058441,14395,14395,settled,2026-08-15T05:00:00
SET058345,PAY058442,17521,17521,settled,2026-08-07T22:00:00
SET058346,PAY058443,41134,41134,settled,2026-08-24T08:00:00
SET058347,PAY058444,23912,23912,settled,2026-08-28T00:00:00
SET058348,PAY058445,18765,18765,settled,2026-08-29T11:00:00
SET058349,PAY058446,16710,16710,settled,2026-08-22T23:00:00
SET058350,PAY058447,28322,28322,settled,2026-09-02T12:00:00
SET058351,PAY058448,9385,9385,settled,2026-08-24T12:00:00
SET058352,PAY058449,24906,24906,settled,2026-08-19T07:00:00
SET058353,PAY058450,16724,16724,settled,2026-08-24T06:00:00
SET058354,PAY058452,41719,41719,settled,2026-08-21T19:00:00
SET058355,PAY058453,33950,33950,settled,2026-08-30T03:00:00
SET058356,PAY058454,6787,6787,settled,2026-08-21T11:00:00
SET058357,PAY058455,24184,24184,settled,2026-08-17T12:00:00
SET058358,PAY058456,5606,5606,settled,2026-08-16T09:00:00
SET058359,PAY058457,33520,33520,settled,2026-09-02T09:00:00
SET058360,PAY058458,19370,19370,settled,2026-08-30T07:00:00
SET058361,PAY058459,26868,26868,settled,2026-08-20T17:00:00
SET058362,PAY058460,23135,23135,settled,2026-08-22T17:00:00
SET058363,PAY058461,7093,7093,settled,2026-08-27T11:00:00
SET058364,PAY058462,26528,26528,settled,2026-08-13T02:00:00
SET058365,PAY058463,40377,40377,settled,2026-08-20T20:00:00
SET058366,PAY058464,29943,29943,settled,2026-08-20T04:00:00
SET058367,PAY058465,17592,17592,settled,2026-08-19T12:00:00
SET058368,PAY058466,34564,34564,settled,2026-08-30T15:00:00
SET058369,PAY058467,31959,31959,settled,2026-08-17T06:00:00
SET058370,PAY058468,37751,37751,settled,2026-08-30T09:00:00
SET058371,PAY058469,14109,14109,settled,2026-08-17T08:00:00
SET058372,PAY058470,39471,39471,settled,2026-08-28T16:00:00
SET058373,PAY058471,5041,5041,settled,2026-08-20T00:00:00
SET058374,PAY058472,33829,33829,settled,2026-08-13T18:00:00
SET058375,PAY058473,15783,15783,settled,2026-08-23T21:00:00
SET058376,PAY058474,19790,19790,settled,2026-09-02T19:00:00
SET058377,PAY058475,15390,15390,settled,2026-08-25T10:00:00
SET058378,PAY058476,2999,2999,settled,2026-08-29T00:00:00
SET058379,PAY058477,4501,4501,settled,2026-08-24T23:00:00
SET058380,PAY058478,35605,35605,settled,2026-08-31T14:00:00
SET058381,PAY058479,28479,28479,settled,2026-08-17T14:00:00
SET058382,PAY058480,46549,46549,settled,2026-08-27T13:00:00
SET058383,PAY058481,19523,19523,settled,2026-08-29T14:00:00
SET058384,PAY058482,18826,18826,settled,2026-08-25T22:00:00
SET058385,PAY058483,19850,19850,settled,2026-08-22T11:00:00
SET058386,PAY058484,10505,10505,settled,2026-08-10T11:00:00
SET058387,PAY058485,24709,24709,settled,2026-08-30T23:00:00
SET058388,PAY058486,20050,20050,settled,2026-08-31T11:00:00
SET058389,PAY058487,14821,14821,settled,2026-08-06T23:00:00
SET058390,PAY058488,28459,28459,settled,2026-08-14T09:00:00
SET058391,PAY058489,30893,30893,settled,2026-08-09T10:00:00
SET058392,PAY058490,14404,14404,settled,2026-08-29T12:00:00
SET058393,PAY058491,14895,14895,settled,2026-08-11T12:00:00
SET058394,PAY058492,35001,35001,settled,2026-08-23T14:00:00
SET058395,PAY058493,37048,37048,settled,2026-08-20T23:00:00
SET058396,PAY058494,5100,5100,settled,2026-08-10T07:00:00
SET058397,PAY058495,13843,13843,settled,2026-08-21T21:00:00
SET058398,PAY058496,5755,5755,settled,2026-08-13T00:00:00
SET058399,PAY058497,24080,24080,settled,2026-08-22T03:00:00
SET058400,PAY058498,41353,41353,settled,2026-08-10T14:00:00
SET058401,PAY058499,19101,19101,settled,2026-09-01T00:00:00
SET058402,PAY058500,41357,41357,settled,2026-08-18T15:00:00
SET058403,PAY058501,17746,17746,settled,2026-08-26T06:00:00
SET058404,PAY058502,31435,31435,settled,2026-08-26T11:00:00
SET058405,PAY058503,35998,35998,settled,2026-08-08T20:00:00
SET058406,PAY058504,10497,10497,settled,2026-08-19T18:00:00
SET058407,PAY058505,42704,42704,settled,2026-09-01T19:00:00
SET058408,PAY058506,39341,39341,settled,2026-08-29T05:00:00
SET058409,PAY058507,21544,21544,settled,2026-08-26T19:00:00
SET058410,PAY058508,5202,5202,settled,2026-08-17T04:00:00
SET058411,PAY058509,31775,31775,settled,2026-08-30T02:00:00
SET058412,PAY058510,20148,20148,settled,2026-08-16T22:00:00
SET058413,PAY058511,36486,36486,settled,2026-08-28T06:00:00
SET058414,PAY058512,35080,35080,settled,2026-08-22T18:00:00
SET058415,PAY058513,14108,14108,settled,2026-08-21T03:00:00
SET058416,PAY058514,9271,9271,settled,2026-08-08T13:00:00
SET058417,PAY058515,7503,7503,settled,2026-08-11T07:00:00
SET058418,PAY058516,24527,24527,settled,2026-08-07T10:00:00
SET058419,PAY058517,34402,34402,settled,2026-08-09T00:00:00
SET058420,PAY058518,24462,24462,settled,2026-09-03T00:00:00
SET058421,PAY058519,15156,15156,settled,2026-08-19T09:00:00
SET058422,PAY058520,16641,16641,settled,2026-08-11T06:00:00
SET058423,PAY058521,35925,35925,settled,2026-08-06T13:00:00
SET058424,PAY058522,1322,1322,settled,2026-08-09T12:00:00
SET058425,PAY058523,9477,9477,settled,2026-08-09T18:00:00
SET058426,PAY058524,40634,40634,settled,2026-08-08T05:00:00
SET058427,PAY058525,23696,23696,settled,2026-08-17T11:00:00
SET058428,PAY058526,24690,24690,settled,2026-08-23T13:00:00
SET058429,PAY058527,14405,14405,settled,2026-08-22T15:00:00
SET058430,PAY058528,18389,18389,settled,2026-08-23T12:00:00
SET058431,PAY058529,2042,2042,settled,2026-08-26T21:00:00
SET058432,PAY058530,36958,36958,settled,2026-08-20T09:00:00
SET058433,PAY058531,33016,33016,settled,2026-08-26T17:00:00
SET058434,PAY058532,5606,5606,settled,2026-09-01T18:00:00
SET058435,PAY058533,15702,15702,settled,2026-08-06T18:00:00
SET058436,PAY058534,41000,41000,settled,2026-08-29T22:00:00
SET058437,PAY058535,30792,30792,settled,2026-09-01T06:00:00
SET058438,PAY058536,21140,21140,settled,2026-09-02T23:00:00
SET058439,PAY058537,34997,34997,settled,2026-08-20T09:00:00
SET058440,PAY058538,6439,6439,settled,2026-08-22T16:00:00
SET058441,PAY058539,5757,5757,settled,2026-08-14T02:00:00
SET058442,PAY058540,7778,7778,settled,2026-08-25T05:00:00
SET058443,PAY058541,9144,9144,settled,2026-09-02T11:00:00
SET058444,PAY058542,39171,39171,settled,2026-08-30T21:00:00
SET058445,PAY058543,9449,9449,settled,2026-09-02T12:00:00
SET058446,PAY058544,1135,1135,settled,2026-08-23T08:00:00
SET058447,PAY058545,14512,14512,settled,2026-08-17T04:00:00
SET058448,PAY058546,32341,32341,settled,2026-08-07T17:00:00
SET058449,PAY058547,34560,34560,settled,2026-08-17T13:00:00
SET058450,PAY058548,29639,29639,settled,2026-08-28T13:00:00
SET058451,PAY058549,13937,13937,settled,2026-08-20T08:00:00
SET058452,PAY058550,10333,10333,settled,2026-08-24T03:00:00
SET058453,PAY058551,30810,30810,settled,2026-08-13T16:00:00
SET058454,PAY058552,32674,32674,settled,2026-09-03T03:00:00
SET058455,PAY058553,33705,33705,settled,2026-08-17T03:00:00
SET058456,PAY058554,30851,30851,settled,2026-08-18T17:00:00
SET058457,PAY058555,13326,13326,settled,2026-08-30T13:00:00
SET058458,PAY058556,35844,35844,settled,2026-08-07T15:00:00
SET058459,PAY058557,5132,5132,settled,2026-08-17T05:00:00
SET058460,PAY058558,33900,33900,settled,2026-08-19T05:00:00
SET058461,PAY058559,18646,18646,settled,2026-08-11T01:00:00
SET058462,PAY058560,44678,44678,settled,2026-08-28T10:00:00
SET058463,PAY058561,6176,6176,settled,2026-09-03T04:00:00
SET058464,PAY058562,10278,10278,settled,2026-08-20T09:00:00
SET058465,PAY058563,14248,14248,settled,2026-08-12T22:00:00
SET058466,PAY058564,39103,39103,settled,2026-08-25T22:00:00
SET058467,PAY058565,21820,21820,settled,2026-08-26T09:00:00
SET058468,PAY058566,5300,5300,settled,2026-08-22T22:00:00
SET058469,PAY058567,18781,18781,settled,2026-08-30T13:00:00
SET058470,PAY058568,45268,45268,settled,2026-08-19T09:00:00
SET058471,PAY058569,39190,39190,settled,2026-08-19T17:00:00
SET058472,PAY058570,35504,35504,settled,2026-08-19T14:00:00
SET058473,PAY058571,25773,25773,settled,2026-08-23T05:00:00
SET058474,PAY058572,19961,19961,settled,2026-08-23T04:00:00
SET058475,PAY058573,1301,1301,settled,2026-08-08T08:00:00
SET058476,PAY058574,20965,20965,settled,2026-08-18T13:00:00
SET058477,PAY058575,28618,28618,settled,2026-08-18T13:00:00
SET058478,PAY058576,34665,34665,settled,2026-08-11T12:00:00
SET058479,PAY058577,34622,34622,settled,2026-08-07T03:00:00
SET058480,PAY058578,42919,42919,settled,2026-08-29T18:00:00
SET058481,PAY058579,7095,7095,settled,2026-08-19T10:00:00
SET058482,PAY058580,40013,40013,settled,2026-08-21T10:00:00
SET058483,PAY058581,20456,20456,settled,2026-08-07T03:00:00
SET058484,PAY058582,23297,23297,settled,2026-09-04T10:00:00
SET058485,PAY058583,27970,27970,settled,2026-08-11T13:00:00
SET058486,PAY058584,28921,28921,settled,2026-08-27T01:00:00
SET058487,PAY058585,34756,34756,settled,2026-08-08T03:00:00
SET058488,PAY058586,4322,4322,settled,2026-08-31T02:00:00
SET058489,PAY058587,23293,23293,settled,2026-09-02T16:00:00
SET058490,PAY058588,3529,3529,settled,2026-08-18T07:00:00
SET058491,PAY058589,22628,22628,settled,2026-08-11T05:00:00
SET058492,PAY058590,44654,44654,settled,2026-08-10T21:00:00
SET058493,PAY058591,29984,29984,settled,2026-08-22T22:00:00
SET058494,PAY058592,2609,2609,settled,2026-08-08T09:00:00
SET058495,PAY058593,43707,43707,settled,2026-08-11T00:00:00
